Text,truth,pre,mse,rmse,pearson_coeff,spearman_coeff,input_tokens,output_tokens,total_tokens,runtime
"text1: kyi , a u.n. envoy says , as japan adds to growing international pressure by saying it will halt its hefty economic aid unless suu kyi is freed .  text2: japan added to growing international pressure on burma yesterday , threatening to halt its hefty economic aid unless the military government released pro-democracy leader aung san suu kyi .",3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,782,71,853,4.440483570098877
"text1: he claims it may seem unrealistic only because little effort has been devoted to the concept .  text2: "" this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .",3.5,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,755,6,761,1.3973705768585205
"text1: but the fbi never kept tabs on al-bayoumi - even though it had received information that he was a saudi agent , the document says .  text2: but the bureau never kept tabs on al-bayoumi — despite receiving prior information he was a secret saudi agent , the report says .",4.75,3.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,774,5,779,1.4263534545898438
"text1: "" it 's going to happen , "" said jim santangelo , president of the teamsters joint council 42 in el monte .  text2: "" that really affects the companies , big time , "" said jim santangelo , president of the teamsters joint council 42 in el monte .",1.5,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,769,72,841,3.2637405395507812
"text1: wal-mart , kohl 's corp. , family dollar stores inc . , and big lots inc. were among the merchants posting may sales that fell below wall street 's modest expectations .  text2: wal- mart , kohl 's corp. , family dollar stores inc . , and big lots inc. posted may sales that fell below wall street 's modest expectations .",4.75,3.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,787,12,799,1.5813522338867188
"text1: he was released on $ 3-million bail and immediately returned to las vegas , where he had been filming a video .  text2: after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .",3.75,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,761,62,823,3.9478707313537598
"text1: gartner analysts said that businesses are not yet feeling confident enough to upgrade corporate pcs .  text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .",3.5,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,751,71,822,4.264118671417236
"text1: mr eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" .  text2: "" the future of ba is in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .",3.4,3.2,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,763,71,834,4.364145994186401
"text1: as of tuesday , almost 250 health-care workers were in quarantine .  text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .",1.5,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,749,71,820,4.304431200027466
"text1: "" both of these kids are in wonderful physical condition right now , "" he said during a press briefing at the hospital .  text2: "" both of these kids are in wonderful physical condition right now , "" said goodrich , also director of pediatric neurosurgery at the children 's hospital at montefiore .",3.4,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,773,73,846,4.486289978027344
"text1: brian brabazon said his son would get upset but then turn around and befriend his taunters .  text2: her son would get upset , his mom said , but then turn around and befriend his taunters .",3.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,758,71,829,4.35400652885437
"text1: the tech-heavy nasdaq stock markets composite index added 1.16 points to 1,504.04 .  text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .",2.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,756,56,812,2.7713656425476074
"text1: the technology-laced nasdaq composite index dipped 0.08 of a point to 1,646 .  text2: the technology-laced nasdaq composite index < .ixic > added 1.92 points , or 0.12 percent , at 1,647.94 .",2.4,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,772,74,846,4.528963565826416
text1: yes filed suit yesterday in the supreme court of new york county in manhattan .  text2: the suit was filed in the supreme court of new york county .,3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,742,6,748,1.356867790222168
"text1: he told the jury stubbs is a "" cold , calculating killer . ""  text2: district attorney dave lupas reminded jurors that stubbs is , "" a cold , calculating killer "" .",3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,749,71,820,4.304431200027466
"text1: likewise , the 30-year bond < us30yt = rr > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent .  text2: the 30-year bond us30yt = rr jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",1.8,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,786,128,914,7.157907247543335
"text1: a seventh victim , a woman , died tuesday night in the burn unit at childrens hospital medical center of akron .  text2: a seventh person , a 21-year-old woman , was in critical condition in the burn unit at akron children 's hospital .",2.4,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,765,78,843,3.4307684898376465
"text1: the men were immediately flown to nearby botswana on a chartered air malawi flight , malawi intelligence officials said on condition of anonymity .  text2: the men were flown to nearby botswana on an air malawi flight , the officials said .",3.533,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,760,8,768,1.5250885486602783
"text1: he will be paid $ 395,000 per year , up from atkinson 's current salary of $ 361,400 .  text2: dynes will be paid $ 395,000 a year ; atkinson 's salary is $ 361,400 .",4.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,769,72,841,3.2637405395507812
"text1: on the cell 's surface , the foreign components are recognised by other cells that then realise it is infected and kill it .  text2: the foreign bits are recognized by other cells that realize it is infected and kill it .",4.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,755,6,761,1.3973705768585205
"text1: in exchange , north korea would be required to end its nuclear weapons program .  text2: "" in return we expect north korea to give up nuclear weapons . """,4.75,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,744,9,753,1.5300602912902832
"text1: "" we condemn and denounce the governing council , which is headed by the united states , "" moqtada al-sadr said .  text2: "" we condemn the governing council headed by the united states , "" sadr said in a fiery sermon at koufa mosque near najaf .",3.333,2.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,768,70,838,4.347352504730225
"text1: sendmail said the system can even be set up to permit business-only usage .  text2: the product can be instructed to permit business-only use , according to sendmail .",5.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,745,46,791,3.1611340045928955
"text1: his daughter , nina axelrod , told the associated press that he died in his sleep , apparently of heart failure .  text2: axelrod died in his sleep of heart failure , said his daughter , nina axelrod .",4.333,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,759,5,764,1.4042856693267822
text1: that exploit works on unpatched windows 2000 machines with service pack 3 and 4 .  text2: both counterpane and idefense contend that the exploit works effectively against windows 2000 systems running service pack 3 and 4 .,3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,761,62,823,3.019068479537964
"text1: further out the curve , the benchmark 10-year note us10yt = rr shed 25 / 32 in price , taking its yield to 3.26 percent from 3.17 percent .  text2: early wednesday , the benchmark 10-year us10yt = rr had lost 16 / 32 in price , driving its yield up to 3.33 percent from 3.26 percent late tuesday .",3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,798,78,876,4.773009777069092
"text1: tech stocks were hurt by a sour forecast from sun microsystems , which was viewed as a bad omen for the upcoming quarterly earnings season .  text2: a sour forecast from sun microsystems inc . sunw.o put more pressure on wall street before the quarterly earnings season .",3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,765,78,843,3.4307684898376465
"text1: trading in loral was halted yesterday ; the shares closed on monday at $ 3.01 .  text2: the new york stock exchange suspended trading yesterday in loral , which closed at $ 3.01 friday .",3.8,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,755,6,761,1.3973705768585205
text1: shares of coke were up 6 cents at $ 44.42 in afternoon trading wednesday on the new york stock exchange .  text2: shares of coke were down 26 cents to close at $ 44.10 on the new york stock exchange .,1.846,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,762,37,799,2.8265018463134766
"text1: ernst & young has denied any wrongdoing and plans to fight the allegations .  text2: ernst & young has denied the sec 's claims , and called its recommendations "" irresponsible "" .",3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,748,5,753,1.3692669868469238
"text1: neither military action nor large-scale bribery can solve the north korean problem , wolfowitz said .  text2: indeed , wolfowitz admitted saturday that neither military action nor "" large scale bribery "" would solve the issue .",3.0,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,754,55,809,3.623018503189087
"text1: the driver , eugene rogers , helped to remove children from the bus , wood said .  text2: at the accident scene , the driver was "" covered in blood "" but helped to remove children , wood said .",3.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,755,6,761,1.3973705768585205
"text1: the broader standard & poor 's 500 index < .spx > was up 9.69 points , or 0.98 percent , at 994.53 .  text2: the tech-laced nasdaq composite index < .ixic > gained 18.35 points , or 1.13 percent , to 1,646.02 .",1.0,1.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,786,128,914,7.157907247543335
text1: knox county health department is following national centers for disease control and prevention protocol to contain infection .  text2: the health department spokesperson added the department is following centers for disease control protocol .,3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,747,6,753,1.3692669868469238
text1: shares of guidant plummeted in trading both on and off the new york stock exchange before a news halt was imposed after midday .  text2: shares of guidant were down 5.3 percent at $ 40.92 in afternoon trading on the new york stock exchange .,2.647,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,767,128,895,7.03660774230957
"text1: "" three weeks in october "" goes on sale monday , nearly a year after the washington , d.c.-area sniper shootings started .  text2: moose 's book goes on sale monday , nearly a year after the sniper shootings started in the washington area .",3.25,4.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,763,71,834,4.364145994186401
"text1: deaths in rollover crashes accounted for 82 percent of the number of traffic deaths in 2002 , the agency says .  text2: fatalities in rollover crashes accounted for 82 percent of the increase in 2002 , nhtsa said .",3.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,761,62,823,3.019068479537964
"text1: based on a separate survey of households , the unemployment rate fell in august to 6.1 percent from 6.2 percent .  text2: labor department analysts discounted a slight improvement in the national unemployment rate , which fell in august to 6.1 percent from 6.2 percent .",3.75,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,770,73,843,4.43686318397522
"text1: the pound also made progress against the dollar , reached fresh three-year highs at $ 1.6789 .  text2: the british pound flexed its muscle against the dollar , last up 1 percent at $ 1.6672 .",3.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,761,62,823,3.019068479537964
"text1: schools chancellor joel klein said the push for higher standards and accountability "" is showing results . ""  text2: schools chancellor joel klein said he was pleased by the results .",3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,745,46,791,3.1611340045928955
"text1: the rate of skin cancer has tripled since the 1950s in norway and sweden , according to the study .  text2: the study also found that skin cancer nearly tripled in norway and sweden since the 1950s .",4.75,4.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,762,37,799,2.8265018463134766
text1: one witness told anatolian he saw the plane on fire while it was still in the air .  text2: one witness told the anatolian news agency he saw the plane on fire in mid-air .,4.6,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,752,54,806,3.5237271785736084
text1: the judge also refused to postpone the trial date of sept . 29 .  text2: obus also denied a defense motion to postpone the sept . 29 trial date .,3.929,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,745,46,791,3.1611340045928955
"text1: while opposition parties have welcomed the cabinet 's decision on anti-retroviral treatment , some said health minister manto tshabalala-msimang was not fit to preside over a rollout plan .  text2: health minister manto-tshabalala msimang is not fit to preside over an anti-retroviral treatment rollout plan , according to some opposition parties .",3.4,3.2,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,787,12,799,1.5813522338867188
"text1: the recording industry association of america says it plans to sue the song traders next month .  text2: that is , if the recording industry association of america has anything to say about it .",1.75,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,747,6,753,1.3692669868469238
"text1: chief merchandising officers oversee the buying and development of merchandise , deciding the merchandising direction of the company , or basically what it should stand for .  text2: he or she decides the merchandising direction of the company , or basically what it should stand for .",3.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,765,78,843,3.4307684898376465
"text1: the rev. christopher j. coyne , spokesman for the archdiocese , wouldn 't comment friday .  text2: the rev. christopher coyne , spokesman for the archdiocese , did not immediately return several calls seeking comment .",3.8,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,760,8,768,1.5250885486602783
"text1: the broader standard & poor 's 500 index < .spx > eased 7.57 points , or 0.76 percent , at 990.94 .  text2: the technology-laced nasdaq composite index was down 25.36 points , or 1.53 percent , at 1,628.26 .",0.8,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,781,72,853,4.440483570098877
"text1: several relatives of australian victims of the attack were in court to witness the proceedings , but few balinese attended the trial .  text2: several relatives of australian victims of the attack sat in the front row of the court , but few balinese attended the trial .",4.6,3.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,764,66,830,4.143823623657227
"text1: on july 10 , a team of 32 singaporean police officers was sent to baghdad .  text2: in july 32 singaporean police officers were sent to baghdad to help train iraqi police forces and returned home last month .",3.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,764,66,830,4.143823623657227
"text1: the euro < eur = > was up 0.67 percent against the dollar at $ 1.1784 after rising to a three-month high earlier in the session above $ 1.18 .  text2: in early u.s. trading , the euro < eur = > was down 0.6 percent to $ 1.1741 , after rising to a four-month high of $ 1.1860 .",2.2,2.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,797,79,876,4.773009777069092
"text1: previously , it had reported a profit of $ 12 million , or 0 cents a share , for that period .  text2: previously , it had reported a small profit of $ 12 million , or break-even on a per-share basis , for the period .",4.4,3.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,764,66,830,4.143823623657227
"text1: earlier thursday , peoplesoft formally rejected the unsolicited bid from oracle .  text2: thursday morning , peoplesoft 's board rejected the oracle takeover offer .",4.4,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,743,5,748,1.356867790222168
"text1: a coalition of campaign groups , including the militant national students body , is backing the protests , which the nlc called in defiance of a court order banning them .  text2: a coalition of campaign groups , including the militant national students body , is backing the action and is mobilising for protests .",3.333,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,769,72,841,3.2637405395507812
"text1: the company is highlighting the addition of .net and j2ee support to its enterprise application environment ( eae ) with the new mainframe .  text2: the company is also adding .net and j2ee support to its enterprise application environment development toolset , sapp said .",4.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,767,128,895,7.03660774230957
text1: he proposed a system under which it would take fewer and fewer votes to overcome a filibuster .  text2: frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations .,3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,757,128,885,6.982259750366211
"text1: since being drafted into service in 1971 , it has racked up a record 45 accidents , with 393 deaths .  text2: it has a chequered safety record , including 47 accidents that resulted in 668 deaths .",1.333,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,761,62,823,3.019068479537964
"text1: ryan harvey , an outfielder from dunedin high school in florida , was selected with the sixth pick by the chicago cubs .  text2: ryan harvey , a high school outfielder from florida , was chosen sixth by the cubs .",4.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,762,37,799,2.8265018463134766
text1: glover spoke at a news conference that included about 20 relatives of the victims .  text2: about 20 family members of the victims were invited to the news conference .,3.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,745,46,791,3.1611340045928955
text1: four other men who were also charged in june have already pleaded guilty .  text2: four of the defendants have pleaded guilty to weapons charges and other counts .,3.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,742,6,748,1.356867790222168
text1: both papers are being published today in the new england journal of medicine .  text2: the study appears today in the new england journal of medicine .,3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,741,7,748,1.356867790222168
"text1: the federal and local governments remained largely shut down in the aftermath of hurricane isabel , as were schools , and much of the region 's transportation network was slowed .  text2: in the aftermath of hurricane isabel , federal and local governments remained shut down , as did schools and many businesses .",3.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,769,72,841,3.2637405395507812
"text1: hormone replacement therapy that combines estrogen and progestin doubles a woman 's risk of breast cancer , a british study of more than a million women has found .  text2: a major british study has added to the evidence that hormone replacement therapy increases the risk of breast cancer , especially when women receive a combination of estrogen and progestin .",4.25,3.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,778,79,857,4.775352239608765
"text1: he gave a surprisingly impassioned speech to the united steelworkers of america , who announced their endorsement yesterday .  text2: on tuesday , he picked up the endorsement of the united steelworkers of america .",2.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,751,71,822,4.264118671417236
"text1: some 50 million phone numbers are registered on the list , which was to take effect oct. 1 .  text2: the ftc signed up 50 million phone numbers for the list , which was due to go into effect october 1 .",3.5,4.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,761,62,823,3.019068479537964
"text1: "" and about eight to 10 seconds down , i hit .  text2: "" i was in the water for about eight seconds .",2.2,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,737,28,765,2.218419313430786
"text1: but adora obi nweze , the naacp state president , said the state only tried to prove its conclusion of suicide , rather than consider the possibility of murder .  text2: adora obi nweze , the naacp state president , said the state has refused to consider the possibility of murder .",3.4,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,776,8,784,1.5580229759216309
"text1: the who experts didn 't say how many cases in hebei were in rural areas .  text2: hebei has reported 191 cases and eight deaths , though the who experts did not say how many were in rural areas .",3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,757,128,885,6.982259750366211
"text1: activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries .  text2: instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .",3.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,757,128,885,6.982259750366211
"text1: their contract will expire at 12 : 01 a.m. wednesday instead of 12 : 01 a.m. sunday , said rian wathen , organizing director for united food and commercial workers local 700 .  text2: "" it has outraged the membership , "" said rian wathen , organizing director of united food and commercial workers local 700 .",2.5,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,786,128,914,7.157907247543335
"text1: the technology-laced nasdaq composite index .ixic rose 39.39 points , or 2.2 percent , to 1,826.33 , after losing more than 2 percent on tuesday .  text2: the blue-chip dow jones industrial average .dji jumped 194.14 points , or 2.09 percent , to 9,469.20 after sinking more than 1 percent a day earlier .",1.75,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,804,79,883,3.294290781021118
"text1: some 14,000 customers were without power in the area , oklahoma gas and electric said .  text2: about 38,000 oge energy corp. customers are without power , the company said on its web site .",2.75,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,756,56,812,2.7713656425476074
"text1: now , blanca 's american husband , 63-year-old roger lawrence strunk , faces a murder indictment issued in february by the philippine government , which says he 's the leading suspect .  text2: now , blanca 's husband , 63-year-old roger lawrence strunk of tracy , faces a murder indictment issued by the philippine government in february .",4.25,3.2,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,794,82,876,4.773009777069092
"text1: barbini 's comments came tuesday , the second day of the ministerial conference and expo on agricultural science and technology .  text2: u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .",1.8,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,764,66,830,4.143823623657227
"text1: yesterday , shares closed up 29 cents , or 0.54 percent , at $ 54.32 .  text2: amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .",2.8,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,760,8,768,1.5250885486602783
"text1: prince is replacing sanford "" sandy "" weill , who will remain citigroup 's chairman .  text2: prince , who heads citigroup 's global corporate and investment bank , is replacing sanford weill as ceo .",3.0,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,757,128,885,4.91610312461853
"text1: the operating revenues were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion .  text2: operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .",5.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,760,8,768,1.5250885486602783
"text1: spot gold was quoted at $ 367.90 / 368.60 an ounce at 1000 gmt , having marched up to $ 369.50 -- a level not seen since february 10 .  text2: spot gold was quoted at $ 358.65 / 359.15 an ounce at 0500 gmt , having darted as high as $ 359.25 -- a level not seen since february 25 .",3.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,810,73,883,3.294290781021118
"text1: in canada , the booming dollar will be in focus again as it tries to stay above the 75 cent ( u.s. ) mark .  text2: in canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( u.s. ) mark .",4.0,3.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,772,74,846,4.528963565826416
text1: but the justices ruled that the police supervisor who repeatedly questioned martinez did not violate his fifth amendment rights in doing so .  text2: but the justices ruled that the police supervisor who repeatedly questioned mr martinez as he screamed in pain did not violate his fifth amendment rights .,3.75,3.2,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,764,66,830,4.143823623657227
text1: lawtey is not the first faith-based program in florida 's prison system .  text2: but lawtey is the first entire prison to take that path .,1.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,744,9,753,1.5300602912902832
"text1: "" i do not wish to be present during this witness , "" he told stanislaus county superior court judge al girolami .  text2: "" yes , i do not wish to be present during this witness , "" peterson , 31 , calmly told the judge as he was returned to his cell .",3.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,773,73,846,4.486289978027344
"text1: the blue-chip dow jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .  text2: the dow jones industrial average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .",2.0,2.4,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,780,73,853,4.440483570098877
"text1: the center 's president , joseph torsella , was struck on the head but was able to walk to an ambulance .  text2: national constitution center president joseph torsella was hit in the head and knocked to his knees .",3.333,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,757,128,885,4.91610312461853
"text1: the report ranked 45 large companies based on employment , marketing , procurement , community reinvestment and charitable donations .  text2: of those three , only dillard 's responded to the survey that ranked 45 large companies on employment , marketing , procurement , community reinvestment and charitable donations .",3.0,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,768,70,838,4.347352504730225
"text1: "" i don 't know if the person i 'm talking to now may end up being someone else at another time that may not follow the rules , "" parrish said .  text2: "" i don 't know whether the person i 'm talking to now may end up being someone else , "" parrish said .",3.4,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,778,79,857,4.775352239608765
"text1: ruffner , 45 , doesn 't yet have an attorney in the murder charge , authorities said .  text2: ruffner , 45 , does not have a lawyer on the murder charge , authorities said .",5.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,755,6,761,1.3973705768585205
text1: they are being held on immigration violations as the incident is investigated .  text2: both men are being held for investigation of administrative immigration violations .,4.4,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,738,27,765,2.218419313430786
"text1: passed in 1999 but never put into effect , the law would have made it illegal for bar and restaurant patrons to light up .  text2: passed in 1999 but never put into effect , the smoking law would have prevented bar and restaurant patrons from lighting up , but exempted private clubs from the regulation .",3.4,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,774,5,779,1.4263534545898438
"text1: the transaction will grant handspring stockholders 0.09 of a share of palm--and no shares of palmsource--for each share of handspring common stock .  text2: under the proposed terms of the transaction , and following the spinoff of palmsource , palm will exchange 0.09 shares for each share of handspring .",3.75,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,779,82,861,4.913747310638428
"text1: the report shows that drugs sold in canadian pharmacies are manufactured in facilities approved by health canada - the fda 's counterpart in canada .  text2: the report shows that drugs sold in canadian pharmacies are manufactured in facilities approved by health canada , which serves a similar role as the fda for the canadian government .",5.0,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,772,74,846,4.528963565826416
"text1: the first trial of a suspect in last year 's bali nightclub bombings that killed more than 200 people opened in indonesia today , sky news reported .  text2: one of the key suspects in the october nightclub bombings that killed more than 200 people in bali went on trial monday amid tight security .",3.75,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,773,73,846,4.486289978027344
"text1: french retirees will increase from one fifth to a third of the population by 2040 .  text2: by 2040 , retirees will account for a third of the population , up from a fifth today .",4.0,3.6,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,752,54,806,3.5237271785736084
"text1: iraqi police opened fire in downtown baghdad today after demonstrators stormed a police station demanding they be given jobs they claimed to have paid bribes for .  text2: iraqi police opened fire in downtown baghdad wednesday after demonstrators demanding jobs stormed a police station and threw stones at officers , police said .",3.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,775,75,850,4.5854880809783936
"text1: the dow jones industrial average < .dji > added 28 points , or 0.27 percent , at 10,557 , hitting its highest level in 21 months .  text2: the dow jones industrial average < .dji > rose 49 points , or 0.47 percent , to 10,578 .",2.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,782,71,853,4.440483570098877
"text1: during the same quarter last year , eds declared a profit of $ 354 million , or 72 cents per share .  text2: eds reported a first-quarter loss of $ 126 million , or 26 cents per share .",1.5,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,757,128,885,4.91610312461853
text1: microsoft fell 5 percent before the open to $ 27.45 from thursday 's close of $ 28.91 .  text2: shares in microsoft slipped 4.7 percent in after-hours trade to $ 27.54 from a nasdaq close of $ 28.91 .,3.0,1.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,771,72,843,3.2663474082946777
"text1: "" this is extraordinarily fast , "" said matt geller , an analyst at cibc world markets .  text2: they are actually going to record sales for velcade this year , "" said matt geller , an analyst at cibc world markets .",2.25,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,760,8,768,1.5250885486602783
"text1: the giant rock was first observed on august 24 by lincoln near-earth asteroid research program , based in socorro , new mexico .  text2: the rock was first observed by the lincoln near earth asteroid research program , also known as linear .",3.75,3.0,1.16130225997426,1.0776373508626453,0.3358002407011582,0.35455011466811637,760,8,768,1.5250885486602783
