Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,accuracy,macro_f1
i had one of my low carb meal bars for breakfast and was feeling smug when i spotted the left over pies muffins and attractive foods,joy,joy,"over pies muffins and attractive foods

Label:
assistant
<think>

</think>

joy",109,147,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
im going through life feeling now rather than being totally numb,sadness,surprise,".
Output only one final label.

Input text:
im going through life feeling now rather than being totally numb

Label:
assistant
<think>

</think>

The text ""im going through life feeling now rather than being totally numb"" describes a shift from a state of emotional detachment or numbness to experiencing feelings. While the phrase ""going through life"" can sometimes imply sadness or apathy, the key contrast here is the return to *feeling*. In the context of the provided candidate labels (sadness, joy, love, anger, fear, surprise), the act of regaining emotional sensation is most closely associated with positive affect or the beginning of joy, as opposed to the negative states of sadness or fear. The speaker is expressing a relief or a positive change in their emotional state.",92,164,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
i dont want flowers or candy but the kind of guy that knows i like thinly sliced limes in my mineral water because it makes me feel glamorous and is humored by how pretentious that is,joy,love,"assistant
<think>

</think>

The text expresses a desire for a specific type of connection and appreciation (""the kind of guy that knows...""). The speaker feels ""glamorous"" when this person is present and acknowledges a shared, albeit pretentious, appreciation for a small detail (thinly sliced limes). This sentiment of being understood, admired, and cherished aligns most closely with feelings of affection and deep connection.

Label: love",120,136,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
i feel unprotected a class post count link href http reprogramming in process,sadness,fear,"label.

Input text:
i feel unprotected a class post count link href http reprogramming in process

Label:
assistant
<think>

</think>

fear",95,161,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
i always feel really confident of my life and my choices when i go home,joy,joy,"Input text:
i always feel really confident of my life and my choices when i go home

Label:
assistant
<think>

</think>

joy",96,160,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
i was feeling more and more frustrated with each session he attended,anger,anger,"Output only one final label.

Input text:
i was feeling more and more frustrated with each session he attended

Label:
assistant
<think>

</think>

anger",93,163,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
i feel like in the last year especially i ve gone from a girl to a woman and despite how hesitant i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so,fear,joy,"The text expresses a sense of accomplishment and happiness regarding personal growth (""pleased i am to have done so""). The speaker feels happy about reaching a new stage in life (""girl to a woman"") and is ""surprised"" in a positive way by their own satisfaction. While the word ""surprised"" appears in the text, the overall emotional tone is one of joy and contentment rather than shock or alarm.

Label: joy",128,128,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
i feel attacked or insulted it is helpful to realize that the idea of attack is alive and well in my own mind,anger,anger,"idea of attack is alive and well in my own mind

Label:
assistant
<think>

</think>

anger",105,151,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
ive missed that feeling and ive missed being there and ive missed having something to work towards that keeps my focus on me and keeps it off of my phone and the potential trouble it can get me in,sadness,sadness,"assistant
<think>

</think>

sadness",120,136,256,1.5164126148119976,0.5645,0.5645,0.3941372477046873
im feeling a bit uncomfortable with myself too,fear,sadness,"love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
im feeling a bit uncomfortable with myself too

Label:
assistant
<think>

</think>

sadness",89,174,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted,fear,anger,"brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted

Label:
assistant
<think>

</think>

anger",108,155,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i am feeling so reluctant and overwhelmed i try to think of the alternative abandoning that dream,fear,sadness,"final label.

Input text:
i am feeling so reluctant and overwhelmed i try to think of the alternative abandoning that dream

Label:
assistant
<think>

</think>

sadness",98,165,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i usually like sam but sometimes he gets downright whiny and i ll admit that all the mistakes he made due to sibling rivalry and pride that eventually led to the end of season kind of made me feel less tragic about the whole thing,sadness,sadness,"assistant
<think>

</think>

The text expresses a mix of emotions, but the core sentiment revolves around the character's flaws (""whiny,"" ""mistakes,"" ""sibling rivalry,"" ""pride"") and how these flaws led to a negative outcome (""end of season""). The speaker admits to feeling ""less tragic"" about the situation, implying that the character's behavior was not noble or heroic, but rather flawed and annoying. While there is a slight hint of sadness regarding the ""end of season,"" the dominant tone is critical and disappointed in the character's actions, which aligns most closely with **anger** (or frustration/annoyance) directed at the",127,136,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i hope shes feeling generous today and treat me to japanese food or something haha have a great day,joy,joy,":
i hope shes feeling generous today and treat me to japanese food or something haha have a great day

Label:
assistant
<think>

</think>

joy",101,162,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i am feeling a bit offended,anger,anger,"sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i am feeling a bit offended

Label:
assistant
<think>

</think>

anger",87,176,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i offend easily when i feel my intelligence is insulted,anger,anger,"surprise
Think step by step internally.
Output only one final label.

Input text:
i offend easily when i feel my intelligence is insulted

Label:
assistant
<think>

</think>

anger",92,171,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i always feel a bit awkward when i comment on someone s blog because i invariably go on rabbit trails and feel as though i ve been overstepping myself so i d like to tell you if you find yourself feeling the same way that i do not mind in the slightest,sadness,sadness,sadness,135,128,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i feel like we may be coming to the point in the tv series where the show is incredibly popular but sadly the writers are coming to the end of their story lines and soon there will be nothing left to keep the plot a float,joy,sadness,"assistant
<think>

</think>

sadness",127,136,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says i just keep on getin older and the girls stay the same age,surprise,sadness,"the same age

Label:
assistant
<think>

</think>

The text describes a feeling of being ""dazed and confused,"" observing the passage of time (""keep on getin older"") while others remain unchanged. This sentiment reflects a sense of loss, melancholy, and emotional distress regarding aging and changing relationships. Among the candidate labels, ""sadness"" best captures this mood of regret and confusion.

Label: sadness",120,143,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i had to continue to enforce my no playdate policy which meant i continued to feel angry twice over each day once during a horrible morning drop off and once in the afternoon when i reminded noah that no he couldnt play because of the bad drop off missing mommy,anger,anger,anger,134,129,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i woke up feeling groggy and grumpy and like the last thing i wanted to do was make dinner,sadness,anger,"up feeling groggy and grumpy and like the last thing i wanted to do was make dinner

Label:
assistant
<think>

</think>

anger",103,160,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i wake up feeling like something terrifyingly bad is bound to happen to me before i even get a chance to stick a limb outside of my covers,sadness,fear,"i even get a chance to stick a limb outside of my covers

Label:
assistant
<think>

</think>

fear",110,153,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i feel god in my life more now than i ever have before and things are so wonderful right now,joy,joy,":
i feel god in my life more now than i ever have before and things are so wonderful right now

Label:
assistant
<think>

</think>

joy",101,162,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i do feel like ive been a neglectful friend but its due to the fact that i feel like a hinderance so i just stay away,sadness,sadness,"the fact that i feel like a hinderance so i just stay away

Label:
assistant
<think>

</think>

sadness",109,154,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i did not know this i could not look out upon the sea and sky without feeling mildly discontent,sadness,sadness,"Input text:
i did not know this i could not look out upon the sea and sky without feeling mildly discontent

Label:
assistant
<think>

</think>

sadness",100,163,263,1.5084163477476977,0.5645,0.5645,0.3941372477046873
i hate feeling like this this is bullshit ok i m so done bye,joy,anger,"is bullshit ok i m so done bye

Label:
assistant
<think>

</think>

anger",95,136,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i tasted some hari raya cookies and feeling greedy i would go and prebook their kueh makmur and tart because i know their hygiene standard and ingredients,anger,joy,"<think>

</think>

joy",111,120,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i sit here feeling drained i really wonder what will i do when i reach that point,sadness,sadness,"when i reach that point

Label:
assistant
<think>

</think>

sadness",98,133,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i buy something i go out and look at what else i didnt buy and then after a bit of comparison here and there i suddenly feel dissatisfied with my purchase,anger,sadness,"</think>

sadness",113,118,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
ive been feeling incredibly inadequate more so than usual and its gotten to a point where i almost feel paralyzed by it,sadness,sadness,"Label:
assistant
<think>

</think>

sadness",103,128,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
im amazed how many men say they feel unloved if the house is messy and they have to fix their own dinner,sadness,sadness,":
assistant
<think>

</think>

The text expresses a strong emotional reaction (""amazed"") to a situation where men feel unloved due to domestic responsibilities. The core sentiment revolves around the feeling of being unloved and the frustration or shock at the prevalence of this feeling. Among the candidate labels, ""sadness"" best captures the underlying emotional tone of feeling unloved and the distress associated with the situation described. While ""surprise"" is present in the word ""amazed,"" the subject matter (feeling unloved) aligns more strongly with sadness.

Label: sadness",105,126,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i feel a restless weekend heading our way,fear,sadness,".

Input text:
i feel a restless weekend heading our way

Label:
assistant
<think>

</think>

The phrase ""restless weekend"" suggests a state of unease, lack of peace, or agitation. Among the candidate labels, ""sadness"" is the closest fit because it encompasses negative emotions and feelings of dissatisfaction or unrest, whereas joy, love, anger, fear, and surprise do not align as well with the general sense of unease implied by ""restless.""

Label: sadness",89,142,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i feel ugly i cover myself with a beautiful blanket in a make believe gown,sadness,sadness,"beautiful blanket in a make believe gown

Label:
assistant
<think>

</think>

sadness",96,135,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i always said i felt so blessed to have him and today that feeling is been reassured many times,joy,joy,"many times

Label:
assistant
<think>

</think>

The text expresses deep gratitude and a sense of being ""blessed"" by the presence of someone (""him""). The speaker feels reassured and happy about this relationship. Among the candidate labels, ""joy"" best captures the positive, grateful, and contented emotional state described.

Label: joy",101,130,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i cant do strappy shoes at work i just feel weird so i took these off thrifted ninewest,fear,sadness,"Label:
assistant
<think>

</think>

The user expresses discomfort (""feel weird"") and inability to perform a task (""cant do"") due to the footwear, which indicates a negative emotional state. Among the candidate labels, ""sadness"" is the most appropriate fit for feelings of discomfort, distress, or unhappiness, whereas the other labels (joy, love, anger, fear, surprise) do not align with the context of feeling ""weird"" about shoes.

Label: sadness",103,128,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i love the fact that i look as best i can and i feel terrific because i eat right and constantly exercise,joy,joy,"Label:
assistant
<think>

</think>

joy",103,128,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i decent article which i knew likely had good information because my initial response was to feel offended and want to argue despite the fact that it was talking about not doing exactly that,anger,anger,anger,115,116,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i have moments where i just feel so overwhelmed that my eyes well up with tears,fear,sadness,"my eyes well up with tears

Label:
assistant
<think>

</think>

sadness",97,134,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i started feeling thankful for food for being able to enjoy such delicious things and got into cooking and baking healthy meals for my family,joy,joy,"assistant
<think>

</think>

joy",106,125,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i don t want to tag people who think this is silly but if there are people out there who want to be tagged i wouldn t want to make them feel unwelcome,sadness,love,"The text expresses a desire to avoid making people feel unwelcome and suggests that the current situation might be perceived as ""silly"" by some. The speaker is trying to be considerate and polite, avoiding conflict or negative feelings. This sentiment aligns most closely with **love** (in the sense of care, kindness, and a desire for positive social interaction), rather than the other strong emotions like anger, fear, or sadness.

Label: love",115,116,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
im taking is allowing me to get sleep which is wonderful but its leaving me feeling very groggy and nauseated,sadness,sadness,"Label:
assistant
<think>

</think>

sadness",104,127,231,1.3434355507524742,0.5645,0.5645,0.3941372477046873
i feel an unpleasant drop in my stomach as the elevator doors open at my floor,sadness,fear,"text:
i feel an unpleasant drop in my stomach as the elevator doors open at my floor

Label:
assistant
<think>

</think>

fear",97,159,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel that this is a highly talented bunch when roling on all cyclinders,joy,joy,"text:
i feel that this is a highly talented bunch when roling on all cyclinders

Label:
assistant
<think>

</think>

The text expresses a positive sentiment about a group's talent and ability (""highly talented bunch""). This indicates happiness or pleasure, which aligns with the label **joy**.

Label: joy",97,159,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel his hand on me to stay faithful,love,love,"step by step internally.
Output only one final label.

Input text:
i feel his hand on me to stay faithful

Label:
assistant
<think>

</think>

The phrase ""to stay faithful"" implies a deep emotional commitment, devotion, and affection towards the person whose hand is on the speaker. While the physical touch might evoke other sensations, the explicit intent of maintaining faithfulness points most strongly to the emotion of love.

Label: love",90,166,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i was so focused on my heavy breathing my even strides the drops of sweat on my forehead that i forgot to feel socially awkward,sadness,surprise,"on my forehead that i forgot to feel socially awkward

Label:
assistant
<think>

</think>

The text describes a physical state of intense exertion (""heavy breathing,"" ""even strides,"" ""drops of sweat"") and a mental state of being so absorbed in the physical effort that the speaker forgot to feel ""socially awkward.""

While the feeling of being ""socially awkward"" can sometimes be associated with anxiety or fear, the context here is one of intense physical focus and exertion. The speaker is describing a moment of high energy and concentration where negative social emotions are overshadowed by the physical activity. There is no indication of sadness, joy, love, anger, or surprise. The dominant emotion in this specific context of intense physical",106,150,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i cant help feeling this way,sadness,surprise,", fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i cant help feeling this way

Label:
assistant
<think>

</think>

The phrase ""i cant help feeling this way"" is a common idiom used to express an overwhelming emotion that the speaker feels unable to control or suppress.

1.  **Analyze the context**: The phrase is often used when someone is experiencing a strong, intense feeling that is difficult to manage.
2.  **Evaluate candidate labels**:
    *   *Joy*: While one might use this phrase for happiness, it is less common than for negative emotions.
    *   *Love*: Usually expressed more directly (e.g., ""I can't help but love you"").
    *   *Anger*: Possible",87,169,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel like i would order carryout from if i lived in the area i am still curious to try some of their other tacos,surprise,joy,"still curious to try some of their other tacos

Label:
assistant
<think>

</think>

The text expresses curiosity and a desire to try new food (""still curious to try some of their other tacos""). While the speaker mentions a hypothetical situation about ordering carryout, the overall tone is positive, inquisitive, and anticipatory of a pleasant experience. Among the candidate labels, ""joy"" best captures the positive sentiment and the feeling of looking forward to trying something new.

Label: joy",107,149,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel that i am afraid of whatever ad anything that will happen and idc is it good or bad i am just afraid and i hope god you will help me in whatever i do,fear,fear,":
assistant
<think>

</think>

fear",118,138,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i entered the living room i had a horrible feeling aching in the depths of my stomach,sadness,fear,"entered the living room i had a horrible feeling aching in the depths of my stomach

Label:
assistant
<think>

</think>

The text describes a physical sensation (""aching in the depths of my stomach"") accompanied by a negative emotional state (""horrible feeling""). This combination of physical distress and dread is characteristic of fear or anxiety. Among the candidate labels, ""fear"" best fits this description.

Label: fear",99,157,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel very glad that finland s well known visual artist vesa kivinen had called me to work with him,joy,joy,"visual artist vesa kivinen had called me to work with him

Label:
assistant
<think>

</think>

joy",103,153,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel relatively safe normal or whatever you might call it,joy,surprise,".
Output only one final label.

Input text:
i feel relatively safe normal or whatever you might call it

Label:
assistant
<think>

</think>

The text expresses a state of feeling ""relatively safe"" and ""normal."" Among the candidate labels (sadness, joy, love, anger, fear, surprise), none perfectly describe a neutral or calm state. However, the absence of fear and the feeling of safety are the direct opposites of **fear**. In sentiment analysis tasks where a neutral state must be mapped to an emotion, the closest fit is often the absence of the negative emotion (fear) or a lack of strong positive emotion. Since the speaker explicitly rules out feeling unsafe (fear), and there is no indication of joy, love, anger, sadness,",92,164,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel bitchy saying it but i think that next saturday i just want to be alone,anger,sadness,"y saying it but i think that next saturday i just want to be alone

Label:
assistant
<think>

</think>

sadness",100,156,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel very honored to have been shortlisted within the patient ambassador volunteer category which recognises members of the public and staff who provide outstanding help and support through volunteering or providing patient opinions either on a public partnership forum or on a patients panel,joy,joy,"The text expresses a strong sense of pride and gratitude (""very honored"") regarding being selected for a recognition award. The speaker is acknowledging a positive achievement and the value of their contribution. Among the candidate labels, this sentiment aligns best with **joy**, as it reflects happiness and satisfaction with a positive outcome.

Label: joy",128,128,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel quite helpless in all of this so prayer is the most effective tool i have because i have no answers and there is nothing else i can offer them right now,sadness,sadness,"right now

Label:
assistant
<think>

</think>

sadness",114,142,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i know that you feel pretty disgusted by the nonstop lefty propaganda the ministry churns out but of the public isn t that tuned in,anger,anger,"the public isn t that tuned in

Label:
assistant
<think>

</think>

anger",109,147,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i feel complacent and satisfied,joy,joy,", fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel complacent and satisfied

Label:
assistant
<think>

</think>

The text ""i feel complacent and satisfied"" expresses a state of contentment and self-assurance. Among the candidate labels, ""joy"" is the closest fit as it aligns with positive feelings of satisfaction and happiness, whereas the other labels (sadness, anger, fear, surprise) represent negative or neutral emotional states that do not match the tone of the input.

Label: joy",87,169,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i ventured into fabrics amp fabrics on a whim yesterday feeling a bit nervous knowing i would be tempted beyond my comfor,fear,anger,"yesterday feeling a bit nervous knowing i would be tempted beyond my comfor

Label:
assistant
<think>

</think>

anger",103,153,256,1.3549943298748985,0.5645,0.5645,0.3941372477046873
i havent been feeling homesick knowing they were all getting together to enjoy my mums cooking did make me want a teleporter,sadness,love,"teleporter

Label:
assistant
<think>

</think>

The text expresses a strong desire to be with family (""they were all getting together"") and specifically mentions enjoying ""mums cooking."" The speaker feels ""homesick"" but is comforted by the thought of the gathering, which evokes feelings of affection, warmth, and connection. While there is a hint of longing (sadness), the dominant emotion described by the joy of the gathering and the love for the mother's cooking is positive and affectionate. Among the candidate labels, ""love"" best captures the sentiment of cherishing family and the mother's care.

Label: love",107,142,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i feel ugly and hated,sadness,sadness,"Think step by step internally.
Output only one final label.

Input text:
i feel ugly and hated

Label:
assistant
<think>

</think>

sadness",86,163,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i was feeling whether it be mad sad disappointed or peaceful,anger,anger,".

Input text:
i was feeling whether it be mad sad disappointed or peaceful

Label:
assistant
<think>

</think>

anger",92,157,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i feel as if we have a talented enough team to win some games and go deep into the tournament,joy,joy,"some games and go deep into the tournament

Label:
assistant
<think>

</think>

joy",101,148,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i feel i was so innocent to have only one dream to fill my brain and to be crazy about it,joy,love,"brain and to be crazy about it

Label:
assistant
<think>

</think>

The text expresses a deep, singular passion (""only one dream,"" ""crazy about it"") and a sense of devotion to that dream. While the speaker mentions feeling ""innocent,"" the core emotion driving the statement is an intense, positive attachment and enthusiasm for their dream. Among the candidate labels, ""love"" best captures the feeling of being ""crazy about"" something and dedicating one's entire mental space to it.

Label: love",102,147,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i never feel depressed because my cancer and i have learnt to live and sleep with each other,sadness,love,"i have learnt to live and sleep with each other

Label:
assistant
<think>

</think>

The text expresses a positive outlook despite a difficult situation (""cancer""). The speaker states they ""never feel depressed"" and emphasizes learning to ""live and sleep with each other,"" which implies a deep sense of companionship, acceptance, and emotional connection. Among the candidate labels, ""love"" best captures the sentiment of finding peace and connection in the face of adversity, whereas ""joy"" might be too strong given the context of illness, and the other labels (sadness, anger, fear) are contradicted by the text.

Label: love",99,150,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i can feel the pressure falling more so on my shoulders and im feeling slightly doubtful of myself which leads to unhappy thoughts not usually like my optimistic self i must say,fear,sadness,"assistant
<think>

</think>

sadness",113,136,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i kind of feel a little petty about this,anger,anger,"only one final label.

Input text:
i kind of feel a little petty about this

Label:
assistant
<think>

</think>

anger",90,159,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i hostage negotiator on her case has her feeling hopeful about her future,joy,joy,"i hostage negotiator on her case has her feeling hopeful about her future

Label:
assistant
<think>

</think>

joy",95,154,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i believe that people should choose the causes they feel passionate about and do what they can and i have no right or desire to push my own charities as more worthy than another,joy,anger,"assistant
<think>

</think>

The text expresses a belief in allowing others to choose their own passions and charities without interference. The speaker explicitly states they have ""no desire to push"" their own views, indicating a lack of strong negative emotion like anger or fear, nor strong positive emotion like joy or love directed at a specific event. The tone is calm, reflective, and emphasizes neutrality and respect for others' autonomy. Among the candidate labels, this sentiment aligns best with a state of emotional equilibrium or lack of strong affect, but since ""neutral"" is not an option, we must look for the closest fit.

However, let's re-evaluate the standard emotion",115,134,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i feel privileged to be allowed into the sanctum of her studio the many different paintings and studies lining the walls morph and grow week on week,joy,joy,"Label:
assistant
<think>

</think>

The text expresses a sense of honor and special treatment (""privileged to be allowed""), describing an exclusive and beautiful environment (""sanctum,"" ""morph and grow""). This conveys a strong positive emotion associated with happiness and delight.

Label: joy",109,140,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i grew up feeling rejected by my male peers,sadness,sadness,"only one final label.

Input text:
i grew up feeling rejected by my male peers

Label:
assistant
<think>

</think>

sadness",90,159,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i feel like that is where i can make my most valued input and tried to do as much as possible to ensure i did an equal part in the construction,joy,love,"assistant
<think>

</think>

The text expresses a strong sense of dedication, effort (""tried to do as much as possible""), and a desire to contribute meaningfully (""most valued input,"" ""equal part""). The speaker feels a deep commitment to the task and their role within it. This emotional tone aligns most closely with **love** (in the sense of deep care, passion, or strong attachment to the work and the group), rather than the more transient or negative emotions listed in the other categories.

Label: love",112,137,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i described how i was feeling the feeling of being out of control and completely restless the fear of what could still happen my obsession with trying to do it all and the fact that it was just not working,fear,fear,fear,121,128,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i feel very important in my fancy room with my fancy furniture and nice view of downtown dallas,joy,joy,"fancy furniture and nice view of downtown dallas

Label:
assistant
<think>

</think>

joy",100,149,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i wanna feel good again,joy,joy,"Think step by step internally.
Output only one final label.

Input text:
i wanna feel good again

Label:
assistant
<think>

</think>

The phrase ""i wanna feel good again"" expresses a desire for positive emotions and relief from a negative state. Among the candidate labels (sadness, joy, love, anger, fear, surprise), the one that aligns with the feeling of being ""good"" or happy is **joy**. While the speaker is currently not joyful, the intent is to return to a state of joy.

Label: joy",86,163,249,1.450382850063761,0.5645,0.5645,0.3941372477046873
i never feel like im not supporting,joy,sadness,"Output only one final label.

Input text:
i never feel like im not supporting

Label:
assistant
<think>

</think>

The input text ""i never feel like im not supporting"" expresses a strong sense of commitment, dedication, and positive emotional investment in a cause or person. The speaker is affirming their role as a supporter, which aligns with feelings of affection, care, and deep connection.

Among the candidate labels:
- **sadness**: No indication of unhappiness.
- **joy**: Possible, but the text is more about duty/commitment than pure happiness.
- **love**: Fits best, as ""supporting"" someone often stems from love, care, or deep affection.
- **anger**: No indication of",88,159,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i want you to snap out of it and simply feel simply live laugh enjoy this life no matter how idiotic it is,sadness,joy,"it is

Label:
assistant
<think>

</think>

joy",105,142,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i assumed it would feel casual,joy,surprise,"internally.
Output only one final label.

Input text:
i assumed it would feel casual

Label:
assistant
<think>

</think>

The input text ""i assumed it would feel casual"" expresses a thought or expectation about a situation being relaxed or informal. It does not contain strong emotional indicators like crying (sadness), laughing (joy), hugging (love), shouting (anger), trembling (fear), or gasping (surprise). Instead, it reflects a neutral state of mind or a lack of intense emotion.

However, looking at the provided candidate labels (sadness, joy, love, anger, fear, surprise), none of them perfectly fit a neutral or ""casual"" sentiment. In many text classification datasets, when a sentiment is neutral or low",87,160,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i will admit and it left me feeling shaken and a bit of a goose,fear,fear,"it left me feeling shaken and a bit of a goose

Label:
assistant
<think>

</think>

The text describes a feeling of being ""shaken"" and having a ""goose"" (likely referring to goosebumps), which are physical and emotional reactions typically associated with fear, shock, or being startled. Among the candidate labels, ""fear"" is the most appropriate fit for these sensations of unease and being unsettled.

Label: fear",96,151,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i feel it is dangerous especially for the new believer who is not grounded in the word of god,anger,anger,"not grounded in the word of god

Label:
assistant
<think>

</think>

anger",100,147,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
when we rearranged furniture in our flat and got stuck in a chair,anger,anger,"rearranged furniture in our flat and got stuck in a chair

Label:
assistant
<think>

</think>

anger",95,152,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i am feeling stressed and more than a bit anxious,anger,sadness,".

Input text:
i am feeling stressed and more than a bit anxious

Label:
assistant
<think>

</think>

The input text expresses feelings of stress and anxiety. While these emotions can overlap with fear, the specific combination of being ""stressed"" and ""anxious"" in a general sense most closely aligns with the label **sadness** within the provided candidate list, as it reflects a state of negative emotional distress and worry rather than active anger, joy, love, or sudden surprise.

Label: sadness",91,156,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i persevered through the storm of rejections feeling confident that i was doing what god had called me to do,joy,joy,"called me to do

Label:
assistant
<think>

</think>

The text describes a person overcoming difficulties (""storm of rejections"") with a strong sense of purpose and self-assurance (""feeling confident,"" ""doing what god had called me to do""). This sentiment reflects a positive emotional state characterized by happiness and delight in one's actions and faith. Among the candidate labels, ""joy"" best captures this feeling of triumph and positive affirmation.

Label: joy",103,144,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i was feeling comfortable in the first fight i saw things that were working for me but i m expecting a better rendall munroe because i think he might have underestimated me first time around,joy,joy,"The text expresses a sense of confidence (""feeling comfortable,"" ""things that were working for me"") and anticipation of a positive outcome or improvement (""expecting a better rendall munroe,"" ""might have underestimated me""). The speaker feels capable and optimistic about their performance, which aligns with positive emotions rather than negative ones like sadness, anger, or fear. Among the candidate labels, ""joy"" best captures the feeling of confidence, satisfaction, and optimistic anticipation described.

Label: joy",118,129,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
im not quite sure how she really feels about it because im pretty sure that she realizes that she is going to miss getting to watch the parade which is something she really enjoys,joy,sadness,"<think>

</think>

sadness",115,132,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i feel somewhat fake in the group,sadness,sadness,"Output only one final label.

Input text:
i feel somewhat fake in the group

Label:
assistant
<think>

</think>

sadness",88,159,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
i was feeling particularly pissed off and wanted to go to a party,anger,anger,"i was feeling particularly pissed off and wanted to go to a party

Label:
assistant
<think>

</think>

anger",94,153,247,1.4489916956263187,0.5645,0.5645,0.3941372477046873
