Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,mse,rmse,pearson_coeff,spearman_coeff,sc_raw_samples,sc_parsed_samples
"text1: ryan harvey , an outfielder from dunedin high school in florida , was selected with the sixth pick by the chicago cubs . text2: ryan harvey , a high school outfielder from florida , was chosen sixth by the cubs .",4.2,4.1,"outfielder from florida , was chosen sixth by the cubs .

Score:
4.5",605,120,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""outfielder from florida , was chosen sixth by the cubs .\n\nScore:\n3.5"", ""outfielder from florida , was chosen sixth by the cubs .\n\nScore:\n4.5"", ""outfielder from florida , was chosen sixth by the cubs .\n\nScore:\n3.5"", ""outfielder from florida , was chosen sixth by the cubs .\n\nScore:\n4.5"", ""outfielder from florida , was chosen sixth by the cubs .\n\nScore:\n4.5""]","[3.5, 4.5, 3.5, 4.5, 4.5]"
text1: glover spoke at a news conference that included about 20 relatives of the victims . text2: about 20 family members of the victims were invited to the news conference .,3.2,5.0,"news conference that included about 20 relatives of the victims . text2: about 20 family members of the victims were invited to the news conference .

Score:
Score: 4.5",520,205,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""news conference that included about 20 relatives of the victims . text2: about 20 family members of the victims were invited to the news conference .\n\nScore:\nScore: 4.5"", ""news conference that included about 20 relatives of the victims . text2: about 20 family members of the victims were invited to the news conference .\n\nScore:\n3.5"", ""news conference that included about 20 relatives of the victims . text2: about 20 family members of the victims were invited to the news conference .\n\nScore:\n3.5"", ""news conference that included about 20 relatives of the victims . text2: about 20 family members of the victims were invited to the news conference .\n\nScore:\n3.5"", ""news conference that included about 20 relatives of the victims . text2: about 20 family members of the victims were invited to the news conference .\n\nScore:\n3.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
text1: four other men who were also charged in june have already pleaded guilty . text2: four of the defendants have pleaded guilty to weapons charges and other counts .,3.2,2.0,": four other men who were also charged in june have already pleaded guilty . text2: four of the defendants have pleaded guilty to weapons charges and other counts .

Score:
Score: 4.0",505,220,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["": four other men who were also charged in june have already pleaded guilty . text2: four of the defendants have pleaded guilty to weapons charges and other counts .\n\nScore:\nScore: 4.0"", "": four other men who were also charged in june have already pleaded guilty . text2: four of the defendants have pleaded guilty to weapons charges and other counts .\n\nScore:\nScore: 4.5"", "": four other men who were also charged in june have already pleaded guilty . text2: four of the defendants have pleaded guilty to weapons charges and other counts .\n\nScore:\nScore: 4.5"", "": four other men who were also charged in june have already pleaded guilty . text2: four of the defendants have pleaded guilty to weapons charges and other counts .\n\nScore:\n3.5"", "": four other men who were also charged in june have already pleaded guilty . text2: four of the defendants have pleaded guilty to weapons charges and other counts .\n\nScore:\nScore: 4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
text1: both papers are being published today in the new england journal of medicine . text2: the study appears today in the new england journal of medicine .,3.0,1.0,"text1: both papers are being published today in the new england journal of medicine . text2: the study appears today in the new england journal of medicine .

Score:
Score: 4.5",500,225,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""text1: both papers are being published today in the new england journal of medicine . text2: the study appears today in the new england journal of medicine .\n\nScore:\nScore: 4.5"", ""text1: both papers are being published today in the new england journal of medicine . text2: the study appears today in the new england journal of medicine .\n\nScore:\n3.0"", ""text1: both papers are being published today in the new england journal of medicine . text2: the study appears today in the new england journal of medicine .\n\nScore:\nScore: 4.0"", ""text1: both papers are being published today in the new england journal of medicine . text2: the study appears today in the new england journal of medicine .\n\nScore:\n3.5"", ""text1: both papers are being published today in the new england journal of medicine . text2: the study appears today in the new england journal of medicine .\n\nScore:\n4.0""]","[1.0, 1.0, 1.0, 1.0, 1.0]"
"text1: the federal and local governments remained largely shut down in the aftermath of hurricane isabel , as were schools , and much of the region 's transportation network was slowed . text2: in the aftermath of hurricane isabel , federal and local governments remained shut down , as did schools and many businesses .",3.25,4.2,"did schools and many businesses .

Score:
4.0",640,85,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""did schools and many businesses .\n\nScore:\nScore: 4.5"", ""did schools and many businesses .\n\nScore:\nScore: 4.5"", ""did schools and many businesses .\n\nScore:\nScore: 4.5"", ""did schools and many businesses .\n\nScore:\n3.5"", ""did schools and many businesses .\n\nScore:\n4.0""]","[4.5, 4.5, 4.5, 3.5, 4.0]"
"text1: hormone replacement therapy that combines estrogen and progestin doubles a woman 's risk of breast cancer , a british study of more than a million women has found . text2: a major british study has added to the evidence that hormone replacement therapy increases the risk of breast cancer , especially when women receive a combination of estrogen and progestin .",4.25,4.4,Score: 4.5,685,40,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""Score: 4.5"", ""Score: 4.5"", ""4.0"", ""Score: 4.5"", ""4.5""]","[4.5, 4.5, 4.0, 4.5, 4.5]"
"text1: he gave a surprisingly impassioned speech to the united steelworkers of america , who announced their endorsement yesterday . text2: on tuesday , he picked up the endorsement of the united steelworkers of america .",2.25,2.0,"their endorsement yesterday . text2: on tuesday , he picked up the endorsement of the united steelworkers of america .

Score:
3.0",550,175,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""their endorsement yesterday . text2: on tuesday , he picked up the endorsement of the united steelworkers of america .\n\nScore:\n3.0"", ""their endorsement yesterday . text2: on tuesday , he picked up the endorsement of the united steelworkers of america .\n\nScore:\nScore: 4.0"", ""their endorsement yesterday . text2: on tuesday , he picked up the endorsement of the united steelworkers of america .\n\nScore:\nScore: 4.0"", ""their endorsement yesterday . text2: on tuesday , he picked up the endorsement of the united steelworkers of america .\n\nScore:\nScore: 4.0"", ""their endorsement yesterday . text2: on tuesday , he picked up the endorsement of the united steelworkers of america .\n\nScore:\nScore: 3.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: some 50 million phone numbers are registered on the list , which was to take effect oct. 1 . text2: the ftc signed up 50 million phone numbers for the list , which was due to go into effect october 1 .",3.5,1.0,"list , which was due to go into effect october 1 .

Score:
Score: 4.5",600,125,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""list , which was due to go into effect october 1 .\n\nScore:\nScore: 4.5"", ""list , which was due to go into effect october 1 .\n\nScore:\nScore: 4.5"", ""list , which was due to go into effect october 1 .\n\nScore:\n4.5"", ""list , which was due to go into effect october 1 .\n\nScore:\n4.5"", ""list , which was due to go into effect october 1 .\n\nScore:\n4.5""]","[1.0, 1.0, 1.0, 1.0, 1.0]"
"text1: "" and about eight to 10 seconds down , i hit . text2: "" i was in the water for about eight seconds .",2.2,1.0,"the final numeric score.

Text pair:
text1: "" and about eight to 10 seconds down , i hit . text2: "" i was in the water for about eight seconds .

Score:
Score: 2.0",480,245,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""the final numeric score.\n\nText pair:\ntext1: \"" and about eight to 10 seconds down , i hit . text2: \"" i was in the water for about eight seconds .\n\nScore:\nScore: 2.0"", ""the final numeric score.\n\nText pair:\ntext1: \"" and about eight to 10 seconds down , i hit . text2: \"" i was in the water for about eight seconds .\n\nScore:\nScore: 2.0"", ""the final numeric score.\n\nText pair:\ntext1: \"" and about eight to 10 seconds down , i hit . text2: \"" i was in the water for about eight seconds .\n\nScore:\nScore: 2.5"", ""the final numeric score.\n\nText pair:\ntext1: \"" and about eight to 10 seconds down , i hit . text2: \"" i was in the water for about eight seconds .\n\nScore:\n3.5"", ""the final numeric score.\n\nText pair:\ntext1: \"" and about eight to 10 seconds down , i hit . text2: \"" i was in the water for about eight seconds .\n\nScore:\nScore: 2.5""]","[1.0, 1.0, 1.0, 1.0, 1.0]"
"text1: but adora obi nweze , the naacp state president , said the state only tried to prove its conclusion of suicide , rather than consider the possibility of murder . text2: adora obi nweze , the naacp state president , said the state has refused to consider the possibility of murder .",3.4,4.2,":
Score: 4.0",675,50,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["":\n3.5"", "":\nScore: 4.5"", "":\nScore: 4.5"", "":\nScore: 4.5"", "":\nScore: 4.0""]","[3.5, 4.5, 4.5, 4.5, 4.0]"
"text1: the who experts didn 't say how many cases in hebei were in rural areas . text2: hebei has reported 191 cases and eight deaths , though the who experts did not say how many were in rural areas .",3.0,3.8,"and eight deaths , though the who experts did not say how many were in rural areas .

Score:
Score: 4.0",580,145,725,0.08614436618881882,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""and eight deaths , though the who experts did not say how many were in rural areas .\n\nScore:\nScore: 3.5"", ""and eight deaths , though the who experts did not say how many were in rural areas .\n\nScore:\n3.5"", ""and eight deaths , though the who experts did not say how many were in rural areas .\n\nScore:\n4.5"", ""and eight deaths , though the who experts did not say how many were in rural areas .\n\nScore:\n3.5"", ""and eight deaths , though the who experts did not say how many were in rural areas .\n\nScore:\nScore: 4.0""]","[3.5, 3.5, 4.5, 3.5, 4.0]"
"text1: activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries . text2: instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .",3.0,1.0,"text1: activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries . text2: instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .

Score:
Score: 4.0",580,305,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""text1: activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries . text2: instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .\n\nScore:\nScore: 4.0"", ""text1: activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries . text2: instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .\n\nScore:\nScore: 4.5"", ""text1: activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries . text2: instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .\n\nScore:\nScore: 4.0"", ""text1: activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries . text2: instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .\n\nScore:\nScore: 4.0"", ""text1: activists say they fear the gathering is an attempt by corporate farming to push bio-engineered crops on starving countries . text2: instead , they fear the conference is an attempt by corporate farming and biotech interests to push into new markets .\n\nScore:\nScore: 4.5""]","[1.0, 1.0, 1.0, 1.0, 1.0]"
"text1: their contract will expire at 12 : 01 a.m. wednesday instead of 12 : 01 a.m. sunday , said rian wathen , organizing director for united food and commercial workers local 700 . text2: "" it has outraged the membership , "" said rian wathen , organizing director of united food and commercial workers local 700 .",2.5,5.0,", "" said rian wathen , organizing director of united food and commercial workers local 700 .

Score:
Score: 2.5",725,160,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["", \"" said rian wathen , organizing director of united food and commercial workers local 700 .\n\nScore:\nScore: 2.5"", "", \"" said rian wathen , organizing director of united food and commercial workers local 700 .\n\nScore:\n3.5"", "", \"" said rian wathen , organizing director of united food and commercial workers local 700 .\n\nScore:\nScore: 3.0"", "", \"" said rian wathen , organizing director of united food and commercial workers local 700 .\n\nScore:\n3.0"", "", \"" said rian wathen , organizing director of united food and commercial workers local 700 .\n\nScore:\n3.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: the technology-laced nasdaq composite index .ixic rose 39.39 points , or 2.2 percent , to 1,826.33 , after losing more than 2 percent on tuesday . text2: the blue-chip dow jones industrial average .dji jumped 194.14 points , or 2.09 percent , to 9,469.20 after sinking more than 1 percent a day earlier .",1.75,3.2,"day earlier .

Score:
Score: 3.0",815,70,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""day earlier .\n\nScore:\nScore: 3.0"", ""day earlier .\n\nScore:\nScore: 3.5"", ""day earlier .\n\nScore:\nScore: 3.0"", ""day earlier .\n\nScore:\n3.5"", ""day earlier .\n\nScore:\nScore: 3.0""]","[3.0, 3.5, 3.0, 3.5, 3.0]"
"text1: some 14,000 customers were without power in the area , oklahoma gas and electric said . text2: about 38,000 oge energy corp. customers are without power , the company said on its web site .",2.75,1.0,"pair:
text1: some 14,000 customers were without power in the area , oklahoma gas and electric said . text2: about 38,000 oge energy corp. customers are without power , the company said on its web site .

Score:
4.0",575,310,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""pair:\ntext1: some 14,000 customers were without power in the area , oklahoma gas and electric said . text2: about 38,000 oge energy corp. customers are without power , the company said on its web site .\n\nScore:\n4.0"", ""pair:\ntext1: some 14,000 customers were without power in the area , oklahoma gas and electric said . text2: about 38,000 oge energy corp. customers are without power , the company said on its web site .\n\nScore:\nScore: 4.0"", ""pair:\ntext1: some 14,000 customers were without power in the area , oklahoma gas and electric said . text2: about 38,000 oge energy corp. customers are without power , the company said on its web site .\n\nScore:\n4.5"", ""pair:\ntext1: some 14,000 customers were without power in the area , oklahoma gas and electric said . text2: about 38,000 oge energy corp. customers are without power , the company said on its web site .\n\nScore:\n3.5"", ""pair:\ntext1: some 14,000 customers were without power in the area , oklahoma gas and electric said . text2: about 38,000 oge energy corp. customers are without power , the company said on its web site .\n\nScore:\nScore: 4.5""]","[1.0, 1.0, 1.0, 1.0, 1.0]"
"text1: now , blanca 's american husband , 63-year-old roger lawrence strunk , faces a murder indictment issued in february by the philippine government , which says he 's the leading suspect . text2: now , blanca 's husband , 63-year-old roger lawrence strunk of tracy , faces a murder indictment issued by the philippine government in february .",4.25,4.1,"murder indictment issued by the philippine government in february .

Score:
4.5",765,120,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""murder indictment issued by the philippine government in february .\n\nScore:\n3.5"", ""murder indictment issued by the philippine government in february .\n\nScore:\n3.5"", ""murder indictment issued by the philippine government in february .\n\nScore:\n4.5"", ""murder indictment issued by the philippine government in february .\n\nScore:\nScore: 4.5"", ""murder indictment issued by the philippine government in february .\n\nScore:\n4.5""]","[3.5, 3.5, 4.5, 4.5, 4.5]"
"text1: barbini 's comments came tuesday , the second day of the ministerial conference and expo on agricultural science and technology . text2: u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .",1.8,2.0,"day of the ministerial conference and expo on agricultural science and technology . text2: u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .

Score:
3.5",615,270,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""day of the ministerial conference and expo on agricultural science and technology . text2: u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .\n\nScore:\n3.5"", ""day of the ministerial conference and expo on agricultural science and technology . text2: u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .\n\nScore:\nScore: 3.5"", ""day of the ministerial conference and expo on agricultural science and technology . text2: u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .\n\nScore:\nScore: 3.5"", ""day of the ministerial conference and expo on agricultural science and technology . text2: u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .\n\nScore:\n3.5"", ""day of the ministerial conference and expo on agricultural science and technology . text2: u.s. agriculture secretary ann veneman kicks off the three-day ministerial conference and expo on agricultural science and technology on monday .\n\nScore:\n4.0""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: yesterday , shares closed up 29 cents , or 0.54 percent , at $ 54.32 . text2: amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .",2.8,5.0,"closed up 29 cents , or 0.54 percent , at $ 54.32 . text2: amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .

Score:
Score: 4.5",595,290,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""closed up 29 cents , or 0.54 percent , at $ 54.32 . text2: amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .\n\nScore:\nScore: 4.5"", ""closed up 29 cents , or 0.54 percent , at $ 54.32 . text2: amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .\n\nScore:\n4.0"", ""closed up 29 cents , or 0.54 percent , at $ 54.32 . text2: amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .\n\nScore:\n4.0"", ""closed up 29 cents , or 0.54 percent , at $ 54.32 . text2: amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .\n\nScore:\n4.2"", ""closed up 29 cents , or 0.54 percent , at $ 54.32 . text2: amazon 's shares yesterday closed at $ 54.32 on the nasdaq stock market , up 29 cents .\n\nScore:\n4.0""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: prince is replacing sanford "" sandy "" weill , who will remain citigroup 's chairman . text2: prince , who heads citigroup 's global corporate and investment bank , is replacing sanford weill as ceo .",3.0,1.0,"text1: prince is replacing sanford "" sandy "" weill , who will remain citigroup 's chairman . text2: prince , who heads citigroup 's global corporate and investment bank , is replacing sanford weill as ceo .

Score:
4.0",580,305,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""text1: prince is replacing sanford \"" sandy \"" weill , who will remain citigroup 's chairman . text2: prince , who heads citigroup 's global corporate and investment bank , is replacing sanford weill as ceo .\n\nScore:\n4.0"", ""text1: prince is replacing sanford \"" sandy \"" weill , who will remain citigroup 's chairman . text2: prince , who heads citigroup 's global corporate and investment bank , is replacing sanford weill as ceo .\n\nScore:\nScore: 4.0"", ""text1: prince is replacing sanford \"" sandy \"" weill , who will remain citigroup 's chairman . text2: prince , who heads citigroup 's global corporate and investment bank , is replacing sanford weill as ceo .\n\nScore:\nScore: 4.5"", ""text1: prince is replacing sanford \"" sandy \"" weill , who will remain citigroup 's chairman . text2: prince , who heads citigroup 's global corporate and investment bank , is replacing sanford weill as ceo .\n\nScore:\n3.5"", ""text1: prince is replacing sanford \"" sandy \"" weill , who will remain citigroup 's chairman . text2: prince , who heads citigroup 's global corporate and investment bank , is replacing sanford weill as ceo .\n\nScore:\nScore: 4.5""]","[1.0, 1.0, 1.0, 1.0, 1.0]"
"text1: the operating revenues were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion . text2: operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .",5.0,1.45,"were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion . text2: operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .

Score:
4.5",595,290,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion . text2: operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .\n\nScore:\n4.5"", ""were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion . text2: operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .\n\nScore:\n4.5"", ""were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion . text2: operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .\n\nScore:\n4.5"", ""were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion . text2: operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .\n\nScore:\nScore: 4.5"", ""were $ 1.45 billion , an increase over last year 's result of $ 1.38 billion . text2: operating revenues rose to $ 1.45 billion from $ 1.38 billion last year .\n\nScore:\nScore: 4.5""]","[1.45, 1.45, 1.45, 1.45, 1.45]"
"text1: spot gold was quoted at $ 367.90 / 368.60 an ounce at 1000 gmt , having marched up to $ 369.50 -- a level not seen since february 10 . text2: spot gold was quoted at $ 358.65 / 359.15 an ounce at 0500 gmt , having darted as high as $ 359.25 -- a level not seen since february 25 .",3.25,3.6,3.5,845,40,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""3.5"", ""3.5"", ""Score: 4.0"", ""Score: 3.5"", ""3.5""]","[3.5, 3.5, 4.0, 3.5, 3.5]"
"text1: in canada , the booming dollar will be in focus again as it tries to stay above the 75 cent ( u.s. ) mark . text2: in canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( u.s. ) mark .",4.0,2.0,". text2: in canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( u.s. ) mark .

Score:
4.0",655,230,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["". text2: in canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( u.s. ) mark .\n\nScore:\n4.0"", "". text2: in canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( u.s. ) mark .\n\nScore:\n4.5"", "". text2: in canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( u.s. ) mark .\n\nScore:\n4.5"", "". text2: in canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( u.s. ) mark .\n\nScore:\nScore: 4.5"", "". text2: in canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( u.s. ) mark .\n\nScore:\nScore: 4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
text1: but the justices ruled that the police supervisor who repeatedly questioned martinez did not violate his fifth amendment rights in doing so . text2: but the justices ruled that the police supervisor who repeatedly questioned mr martinez as he screamed in pain did not violate his fifth amendment rights .,3.75,2.0,"martinez did not violate his fifth amendment rights in doing so . text2: but the justices ruled that the police supervisor who repeatedly questioned mr martinez as he screamed in pain did not violate his fifth amendment rights .

Score:
Score: 4.5",615,270,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""martinez did not violate his fifth amendment rights in doing so . text2: but the justices ruled that the police supervisor who repeatedly questioned mr martinez as he screamed in pain did not violate his fifth amendment rights .\n\nScore:\nScore: 4.5"", ""martinez did not violate his fifth amendment rights in doing so . text2: but the justices ruled that the police supervisor who repeatedly questioned mr martinez as he screamed in pain did not violate his fifth amendment rights .\n\nScore:\nScore: 4.5"", ""martinez did not violate his fifth amendment rights in doing so . text2: but the justices ruled that the police supervisor who repeatedly questioned mr martinez as he screamed in pain did not violate his fifth amendment rights .\n\nScore:\nScore: 4.5"", ""martinez did not violate his fifth amendment rights in doing so . text2: but the justices ruled that the police supervisor who repeatedly questioned mr martinez as he screamed in pain did not violate his fifth amendment rights .\n\nScore:\n4.5"", ""martinez did not violate his fifth amendment rights in doing so . text2: but the justices ruled that the police supervisor who repeatedly questioned mr martinez as he screamed in pain did not violate his fifth amendment rights .\n\nScore:\n4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
text1: lawtey is not the first faith-based program in florida 's prison system . text2: but lawtey is the first entire prison to take that path .,1.25,0.0,".0.
Higher score means stronger semantic similarity.
Think step by step internally.
Output only the final numeric score.

Text pair:
text1: lawtey is not the first faith-based program in florida 's prison system . text2: but lawtey is the first entire prison to take that path .

Score:
3.5",515,370,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["".0.\nHigher score means stronger semantic similarity.\nThink step by step internally.\nOutput only the final numeric score.\n\nText pair:\ntext1: lawtey is not the first faith-based program in florida 's prison system . text2: but lawtey is the first entire prison to take that path .\n\nScore:\n3.5"", "".0.\nHigher score means stronger semantic similarity.\nThink step by step internally.\nOutput only the final numeric score.\n\nText pair:\ntext1: lawtey is not the first faith-based program in florida 's prison system . text2: but lawtey is the first entire prison to take that path .\n\nScore:\n3.0"", "".0.\nHigher score means stronger semantic similarity.\nThink step by step internally.\nOutput only the final numeric score.\n\nText pair:\ntext1: lawtey is not the first faith-based program in florida 's prison system . text2: but lawtey is the first entire prison to take that path .\n\nScore:\nScore: 3.5"", "".0.\nHigher score means stronger semantic similarity.\nThink step by step internally.\nOutput only the final numeric score.\n\nText pair:\ntext1: lawtey is not the first faith-based program in florida 's prison system . text2: but lawtey is the first entire prison to take that path .\n\nScore:\n3.5"", "".0.\nHigher score means stronger semantic similarity.\nThink step by step internally.\nOutput only the final numeric score.\n\nText pair:\ntext1: lawtey is not the first faith-based program in florida 's prison system . text2: but lawtey is the first entire prison to take that path .\n\nScore:\nScore: 2.5""]","[0.0, 0.0, 0.0, 0.0, 0.0]"
"text1: "" i do not wish to be present during this witness , "" he told stanislaus county superior court judge al girolami . text2: "" yes , i do not wish to be present during this witness , "" peterson , 31 , calmly told the judge as he was returned to his cell .",3.25,5.0,": "" yes , i do not wish to be present during this witness , "" peterson , 31 , calmly told the judge as he was returned to his cell .

Score:
Score: 4.0",660,225,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["": \"" yes , i do not wish to be present during this witness , \"" peterson , 31 , calmly told the judge as he was returned to his cell .\n\nScore:\nScore: 4.0"", "": \"" yes , i do not wish to be present during this witness , \"" peterson , 31 , calmly told the judge as he was returned to his cell .\n\nScore:\n4.5"", "": \"" yes , i do not wish to be present during this witness , \"" peterson , 31 , calmly told the judge as he was returned to his cell .\n\nScore:\n3.5"", "": \"" yes , i do not wish to be present during this witness , \"" peterson , 31 , calmly told the judge as he was returned to his cell .\n\nScore:\nScore: 4.5"", "": \"" yes , i do not wish to be present during this witness , \"" peterson , 31 , calmly told the judge as he was returned to his cell .\n\nScore:\nScore: 4.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: the blue-chip dow jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions . text2: the dow jones industrial average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .",2.0,5.0,"average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .

Score:
Score: 3.5",695,190,885,0.1012317843742494,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .\n\nScore:\nScore: 3.5"", ""average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .\n\nScore:\nScore: 3.5"", ""average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .\n\nScore:\nScore: 3.0"", ""average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .\n\nScore:\n3.5"", ""average .dji rose 18.25 points , or 0.19 percent , to 9,586.71 .\n\nScore:\n3.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
