Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,accuracy,macro_f1,sc_raw_samples,sc_parsed_samples
i feel insulted by how those heroes of cosplay goons said they don t care if you re if,anger,anger,"they don t care if you re if

Label:
anger",435,700,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""they don t care if you re if\n\nLabel:\nanger"", ""they don t care if you re if\n\nLabel:\nanger"", ""they don t care if you re if\n\nLabel:\nanger"", ""they don t care if you re if\n\nLabel:\nanger"", ""they don t care if you re if\n\nLabel:\nStep 1: Analyze the sentiment of the input text. The text contains expressions of feeling insulted and a sense of disregard.\n\nStep 2: Consider the candidate labels and determine which label best fits the sentiment conveyed in the text.\n\nStep 3: Compare the sentiment with the candidate labels:\n- Sadness: The text does not explicitly convey sadness.\n- Joy: The sentiment in the text does not indicate joy.\n- Love: The text does not convey love or affection.\n- Anger: The sentiment expressed in the text indicates a strong emotion of being insulted and feeling disrespected.\n- Fear: The text does""]","[""3"", ""3"", ""3"", ""3"", ""0""]"
i eat a good breakfast i feel more energetic throughout the whole day and don t feel that o clock slump,joy,joy,"and don t feel that o clock slump

Label:
Label: joy",435,700,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""and don t feel that o clock slump\n\nLabel:\nLabel: joy"", ""and don t feel that o clock slump\n\nLabel:\njoy"", ""and don t feel that o clock slump\n\nLabel:\nStep 1: Read the input text to understand its sentiment.\nInput text: \""i eat a good breakfast i feel more energetic throughout the whole day and don’t feel that o clock slump\""\n\nStep 2: Identify keywords or phrases that indicate a sentiment.\nKeywords: \""good breakfast\"", \""more energetic\"", \""throughout the whole day\"", \""don’t feel that o clock slump\""\n\nStep 3: Assess the overall sentiment of the text based on the identified keywords.\nOverall sentiment: Positive\n\nStep 4: Match the overall sentiment to one of the candidate labels.\nMatching sentiment to label: \""joy\""\n\nFinal Label: joy"", ""and don t feel that o clock slump\n\nLabel:\nStep 1: Identify the sentiment expressed in the text. The text describes a positive experience with eating breakfast.\n\nStep 2: Analyze the specific words and phrases that contribute to the sentiment. Words like \""good breakfast,\"" \""more energetic,\"" \""whole day,\"" and \""don't feel\"" contribute to the overall positive sentiment.\n\nStep 3: Match the sentiment expressed in the text to one of the candidate labels. Since the sentiment is positive, we can consider the candidate labels that are associated with positive emotions.\n\nFinal Step: Based on the analysis, the final label for the input text is:\n\nLabel: joy"", ""and don t feel that o clock slump\n\nLabel:\nStep 1: Identify the overall sentiment of the text. The text talks about eating a good breakfast and feeling more energetic.\n\nStep 2: Compare the identified sentiment with the candidate labels. The sentiment in the text is positive.\n\nStep 3: Match the positive sentiment to the most appropriate candidate label. The positive sentiment in the text is most closely aligned with \""joy.\""\n\nLabel: joy""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
i feel very strongly about supporting charities that help children,joy,love,"Output only one final label.

Input text:
i feel very strongly about supporting charities that help children

Label:
love",380,755,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""Output only one final label.\n\nInput text:\ni feel very strongly about supporting charities that help children\n\nLabel:\nlove"", ""Output only one final label.\n\nInput text:\ni feel very strongly about supporting charities that help children\n\nLabel:\nlove"", ""Output only one final label.\n\nInput text:\ni feel very strongly about supporting charities that help children\n\nLabel:\nLove"", ""Output only one final label.\n\nInput text:\ni feel very strongly about supporting charities that help children\n\nLabel:\nlove"", ""Output only one final label.\n\nInput text:\ni feel very strongly about supporting charities that help children\n\nLabel:\nlove""]","[""2"", ""2"", ""2"", ""2"", ""2""]"
i have ever seen in my life was laceys constant disapprovements of rikkis extreme happiness when she just wasnt feeling quite as carefree as he was,joy,joy,"To classify the input text, let's analyze the text step by step:

1. The text mentions ""laceys constant disapprovements,"" which suggests a negative aspect.

2. The text then discusses ""rikki's extreme happiness,"" which is a clear indication of joy.

3. There's also a mention of someone ""wasnt feeling quite as carefree as he was,"" which could suggest a sense of sadness or melancholy.

Given the analysis above, the text seems to have elements of both joy and sadness. However, the presence of ""extreme happiness"" seems to outweigh the negative elements.

Final Label: joy",495,640,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""To classify the input text, let's analyze the text step by step:\n\n1. The text mentions \""laceys constant disapprovements,\"" which suggests a negative aspect.\n\n2. The text then discusses \""rikki's extreme happiness,\"" which is a clear indication of joy.\n\n3. There's also a mention of someone \""wasnt feeling quite as carefree as he was,\"" which could suggest a sense of sadness or melancholy.\n\nGiven the analysis above, the text seems to have elements of both joy and sadness. However, the presence of \""extreme happiness\"" seems to outweigh the negative elements.\n\nFinal Label: joy"", ""To classify the input text into one of the candidate labels, let's analyze the text step by step:\n\n1. The text mentions \""disapprovements\"" which indicates disapproval or criticism.\n\n2. It also mentions \""extreme happiness\"" which is a strong expression of joy.\n\n3. The text contrasts the feelings of the two individuals, with one feeling disapproval and the other extreme happiness.\n\nGiven this analysis, the text seems to convey a mix of emotions, but primarily the joy expressed by \""Rikki\"" contrasts with the disapproval felt by \""Lacey.\""\n\nFinal Label: joy"", ""Label: joy"", ""love"", ""joy""]","[""1"", ""1"", ""1"", ""2"", ""1""]"
i started thinking about which spaces made me feel most creative and what characteristics they had,joy,joy,"about which spaces made me feel most creative and what characteristics they had

Label:
joy",410,725,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""about which spaces made me feel most creative and what characteristics they had\n\nLabel:\njoy"", ""about which spaces made me feel most creative and what characteristics they had\n\nLabel:\njoy"", ""about which spaces made me feel most creative and what characteristics they had\n\nLabel:\njoy"", ""about which spaces made me feel most creative and what characteristics they had\n\nLabel:\njoy"", ""about which spaces made me feel most creative and what characteristics they had\n\nLabel:\njoy""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
i usually ignore page invites that are irrelevant to me or facebook game invites because its impersonal and it feels insincere,anger,sadness,"it feels insincere

Label:
sadness",450,685,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""it feels insincere\n\nLabel:\nsadness"", ""it feels insincere\n\nLabel:\nsadness"", ""it feels insincere\n\nLabel:\nsadness"", ""it feels insincere\n\nLabel:\nsadness"", ""it feels insincere\n\nLabel:\nsadness""]","[""0"", ""0"", ""0"", ""0"", ""0""]"
i am feeling playful this morning,joy,joy,"surprise
Think step by step internally.
Output only one final label.

Input text:
i am feeling playful this morning

Label:
Step 1: Identify keywords and their emotional connotations in the input text. Keywords in this text include ""playful"" and ""this morning.""

Step 2: Analyze the emotional connotations of the identified keywords. ""Playful"" has a positive and joyful connotation.

Step 3: Compare the emotional connotations of the keywords with the candidate labels. The keyword ""playful"" aligns closely with the label ""joy.""

Final Label: joy",360,775,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni am feeling playful this morning\n\nLabel:\nStep 1: Identify keywords and their emotional connotations in the input text. Keywords in this text include \""playful\"" and \""this morning.\""\n\nStep 2: Analyze the emotional connotations of the identified keywords. \""Playful\"" has a positive and joyful connotation.\n\nStep 3: Compare the emotional connotations of the keywords with the candidate labels. The keyword \""playful\"" aligns closely with the label \""joy.\""\n\nFinal Label: joy"", ""surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni am feeling playful this morning\n\nLabel:\njoy"", ""surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni am feeling playful this morning\n\nLabel:\nStep 1: Identify the sentiment of the text. The text says \""i am feeling playful this morning.\""\n\nStep 2: Analyze the keywords and phrases in the text. In this case, the keyword \""playful\"" suggests a positive sentiment.\n\nStep 3: Match the sentiment and keywords to the candidate labels. Since the sentiment is positive and the keyword suggests a light-hearted mood, the label that best fits this sentiment is \""joy.\""\n\nLabel: joy"", ""surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni am feeling playful this morning\n\nLabel:\nStep 1: Identify keywords that might suggest an emotion. In the text, keywords include \""feeling,\"" \""playful,\"" and \""this morning.\""\n\nStep 2: Analyze the connotation of the keywords. \""Playful\"" generally has a positive connotation.\n\nStep 3: Compare the keywords and their connotations to the candidate labels. In this case, the keyword \""playful\"" aligns closely with the label \""joy.\""\n\nFinal Label: joy"", ""surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni am feeling playful this morning\n\nLabel:\nStep 1: Analyze the text for any emotionally charged words or phrases.\n\nStep 2: Identify words or phrases that might indicate a specific emotion.\n\nIn the input text \""I am feeling playful this morning,\"" the word \""playful\"" stands out as it is a positive and lighthearted emotion.\n\nStep 3: Match the identified emotion to one of the candidate labels.\n\nSince the emotion identified is lighthearted and positive, the most suitable candidate label is:\n\nLabel: joy""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
i feel like im a pathetic little desperation,sadness,sadness,"by step internally.
Output only one final label.

Input text:
i feel like im a pathetic little desperation

Label:
Label: sadness",370,765,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""by step internally.\nOutput only one final label.\n\nInput text:\ni feel like im a pathetic little desperation\n\nLabel:\nLabel: sadness"", ""by step internally.\nOutput only one final label.\n\nInput text:\ni feel like im a pathetic little desperation\n\nLabel:\n sadness"", ""by step internally.\nOutput only one final label.\n\nInput text:\ni feel like im a pathetic little desperation\n\nLabel:\nLabel: sadness"", ""by step internally.\nOutput only one final label.\n\nInput text:\ni feel like im a pathetic little desperation\n\nLabel:\nStep 1: Identify the sentiment expressed in the text.\nThe text \""i feel like im a pathetic little desperation\"" indicates a strong negative emotion.\n\nStep 2: Match the sentiment with one of the candidate labels.\nGiven the strong negative sentiment, the candidate labels that best fit this sentiment are \""sadness\"" and \""anger.\""\n\nStep 3: Choose the label that is most directly associated with the sentiment expressed.\nIn this case, the sentiment expressed in the text is primarily indicative of a sense of worthlessness and hopelessness, which aligns most closely with the label \""sadness.\""\n\nLabel: sadness"", ""by step internally.\nOutput only one final label.\n\nInput text:\ni feel like im a pathetic little desperation\n\nLabel:\n sadness""]","[""0"", ""0"", ""0"", ""0"", ""0""]"
i feel totally completely accepted and loved while my heavenly abba was pointing out sin in my life,love,love,"heavenly abba was pointing out sin in my life

Label:
love",425,710,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""heavenly abba was pointing out sin in my life\n\nLabel:\nlove"", ""heavenly abba was pointing out sin in my life\n\nLabel:\nlove"", ""heavenly abba was pointing out sin in my life\n\nLabel:\nlove"", ""heavenly abba was pointing out sin in my life\n\nLabel:\nlove"", ""heavenly abba was pointing out sin in my life\n\nLabel:\nlove""]","[""2"", ""2"", ""2"", ""2"", ""2""]"
i feel fond of him though because he feels like an amalgamation of many people i already know,love,love,"like an amalgamation of many people i already know

Label:
love",425,710,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""like an amalgamation of many people i already know\n\nLabel:\nlove"", ""like an amalgamation of many people i already know\n\nLabel:\nlove"", ""like an amalgamation of many people i already know\n\nLabel:\nLabel: love"", ""like an amalgamation of many people i already know\n\nLabel:\nlove"", ""like an amalgamation of many people i already know\n\nLabel:\nlove""]","[""2"", ""2"", ""2"", ""2"", ""2""]"
i feel like most teams would have appeased jackson at this point but the eagles are terribly stubborn,anger,anger,"point but the eagles are terribly stubborn

Label:
Label: anger",435,700,1135,0.45926717756083235,0.5935,0.5935,0.5124458190666602,"[""point but the eagles are terribly stubborn\n\nLabel:\nLabel: anger"", ""point but the eagles are terribly stubborn\n\nLabel:\nStep 1: Analyze the sentiment of the text. The text mentions feelings about teams and a specific individual, Jackson.\n\nStep 2: Identify any strong emotions or adjectives. In this text, the words \""terribly stubborn\"" stand out.\n\nStep 3: Determine the overall sentiment based on the words and phrases identified in the previous steps. In this case, the sentiment is not of joy, love, surprise, or any of the other positive or neutral emotions.\n\nStep 4: Based on the sentiment analysis, determine the most appropriate label from the candidate labels. In this text, the sentiment is not of joy,"", ""point but the eagles are terribly stubborn\n\nLabel:\nLabel: anger"", ""point but the eagles are terribly stubborn\n\nLabel:\nTo classify the input text, let's break it down step by step:\n\n1. The text starts by expressing a general sentiment about how most teams would have handled a situation with Jackson.\n\n2. It then contrasts this expectation with the Eagles' actions, describing the Eagles as \""terribly stubborn.\""\n\nNow, let's consider the candidate labels in relation to the text:\n\n- Sadness: The text seems to convey a sense of frustration or disappointment with the Eagles' actions.\n- Joy: This does not seem to be the emotion conveyed.\n- Love: The text does not express love or affection.\n- Anger: The text seems to"", ""point but the eagles are terribly stubborn\n\nLabel:\nLabel: anger""]","[""3"", ""5"", ""3"", ""0"", ""3""]"
i feel like damaged goods no one will want me now,sadness,sadness,", love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel like damaged goods no one will want me now

Label:
sadness",385,835,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"["", love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni feel like damaged goods no one will want me now\n\nLabel:\nsadness"", "", love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni feel like damaged goods no one will want me now\n\nLabel:\nsadness"", "", love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni feel like damaged goods no one will want me now\n\nLabel:\nsadness"", "", love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni feel like damaged goods no one will want me now\n\nLabel:\nTo classify the input text, I will analyze the sentiment and emotional tone conveyed in the text.\n\nInput text:\n\""i feel like damaged goods no one will want me now\""\n\nStep 1: Identify keywords that suggest sentiment or emotion.\n- \""feel like damaged goods\""\n- \""no one will want me\""\n\nStep 2: Assess the emotional tone of these keywords.\n- \""feel like damaged goods\"" conveys a feeling of being unworthy or defective.\n- \""no one will want me\"" implies a sense of rejection and worthlessness.\n\nStep 3: Match the identified emotional tone to one of the candidate labels.\n- The"", "", love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni feel like damaged goods no one will want me now\n\nLabel:\nTo classify the input text, let's analyze the text step by step:\n\n1. The text starts with \""i feel like damaged goods,\"" which suggests a feeling of worthlessness or self-doubt.\n\n2. The next part of the text, \""no one will want me now,\"" further reinforces feelings of unwantness and rejection.\n\nConsidering the emotional tone and content of the text, the most fitting label from the candidate labels is:\n\nLabel: sadness""]","[""0"", ""0"", ""0"", ""5"", ""0""]"
i think i love her enough now to feel pretty insulted and rawr about it,anger,anger,"step internally.
Output only one final label.

Input text:
i think i love her enough now to feel pretty insulted and rawr about it

Label:
To classify the input text, let's analyze it step by step:

1. **Identify Emotional Words**: The text contains words like ""love,"" ""insulted,"" ""rawr,"" which indicate emotions.

2. **Analyze the Emotional Tone**: The use of ""love"" and ""enough now"" suggests a positive emotion. However, the words ""insulted,"" ""rawr,"" and ""rawr"" about it"" suggest negative emotions such as anger and insult.

3. **Consider the Overall Emotion**: The text seems to express a mix of emotions, but the negative emotions seem to be stronger in",415,805,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"[""step internally.\nOutput only one final label.\n\nInput text:\ni think i love her enough now to feel pretty insulted and rawr about it\n\nLabel:\nStep 1: Analyze the sentiment expressed in the text.\n- The text mentions \""love\"" and \""feel pretty insulted.\""\n- The phrase \""rawr about it\"" seems to express a mix of emotions, possibly dominance or frustration.\n\nStep 2: Compare the sentiment to the candidate labels.\n- Sadness: The text does not explicitly express sadness.\n- Joy: While there is a mention of love, the text also expresses insult and frustration.\n- Love: The text does express a sense of love and affection, but it also includes negative emotions.\n- Anger: The text does mention feelings of insult, which could"", ""step internally.\nOutput only one final label.\n\nInput text:\ni think i love her enough now to feel pretty insulted and rawr about it\n\nLabel:\nTo classify the input text, let's analyze it step by step:\n\n1. **Identify Emotional Words**: The text contains words like \""love,\"" \""insulted,\"" \""rawr,\"" which indicate emotions.\n\n2. **Analyze the Emotional Tone**: The use of \""love\"" and \""enough now\"" suggests a positive emotion. However, the words \""insulted,\"" \""rawr,\"" and \""rawr\"" about it\"" suggest negative emotions such as anger and insult.\n\n3. **Consider the Overall Emotion**: The text seems to express a mix of emotions, but the negative emotions seem to be stronger in"", ""step internally.\nOutput only one final label.\n\nInput text:\ni think i love her enough now to feel pretty insulted and rawr about it\n\nLabel:\nTo classify the input text, let's analyze the text step by step:\n\n1. The text starts with the speaker reflecting on their feelings toward someone they care about.\n\n2. The phrase \""love her enough\"" indicates a strong emotional connection, which aligns with the label \""love.\""\n\n3. However, the text also includes phrases like \""pretty insulted\"" and \""rawr about it,\"" which suggest feelings of anger or frustration.\n\nGiven the analysis above, the text contains elements of both love and anger. However, since the text begins with an expression of love and the anger or frustration seems to be a reaction to the love expressed"", ""step internally.\nOutput only one final label.\n\nInput text:\ni think i love her enough now to feel pretty insulted and rawr about it\n\nLabel:\nanger"", ""step internally.\nOutput only one final label.\n\nInput text:\ni think i love her enough now to feel pretty insulted and rawr about it\n\nLabel:\nStep 1: Identify the overall tone of the text. The text expresses a complex range of emotions.\n\nStep 2: Analyze specific keywords and phrases that indicate a particular emotion. In this text, we see \""love,\"" \""insulted,\"" \""rawr about it.\""\n\nStep 3: Evaluate the balance of positive and negative emotions. The text mentions both love and feelings of insult and rawr (which could imply a roar or a growl, indicating a mix of emotions).\n\nStep 4: Choose the label that best encapsulates the overall sentiment of the text. Given the mix of emotions, including love, insult""]","[""0"", ""3"", ""3"", ""3"", ""2""]"
i can t help feeling lucky little do i know,joy,surprise,", joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i can t help feeling lucky little do i know

Label:
Step 1: Analyze the text for emotional cues.
- The phrase ""i can t help feeling lucky"" indicates a positive emotion.
- The phrase ""little do i know"" can be interpreted as an expression of uncertainty or a hint of something unexpected.

Step 2: Compare the emotional cues to the candidate labels.
- The positive emotion in the text suggests labels like joy, love, etc.
- The uncertainty or hint of something unexpected in the text might suggest labels like surprise, fear, etc.

Step 3: Determine the most appropriate label based on the overall sentiment of the text.
- While the text contains elements of",380,840,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"["", joy, love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni can t help feeling lucky little do i know\n\nLabel:\nThe input text is expressing a feeling of luck. This conveys a positive sentiment.\n\nGiven the candidate labels, the feeling of luck would most closely align with the label:\n\nLabel: joy"", "", joy, love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni can t help feeling lucky little do i know\n\nLabel:\nStep 1: Analyze the text for emotional cues.\n- The phrase \""i can t help feeling lucky\"" indicates a positive emotion.\n- The phrase \""little do i know\"" can be interpreted as an expression of uncertainty or a hint of something unexpected.\n\nStep 2: Compare the emotional cues to the candidate labels.\n- The positive emotion in the text suggests labels like joy, love, etc.\n- The uncertainty or hint of something unexpected in the text might suggest labels like surprise, fear, etc.\n\nStep 3: Determine the most appropriate label based on the overall sentiment of the text.\n- While the text contains elements of"", "", joy, love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni can t help feeling lucky little do i know\n\nLabel:\nStep 1: Identify the overall tone of the input text.\n\nThe input text contains phrases like \""i can t help feeling lucky\"" and \""little do i know.\"" The tone of these phrases is one of optimism and surprise.\n\nStep 2: Match the identified tone to one of the candidate labels.\n\nGiven the tone of optimism and surprise identified in the input text, the most fitting candidate label from the list provided would be:\n\nLabel: surprise"", "", joy, love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni can t help feeling lucky little do i know\n\nLabel:\nTo classify the input text, let's analyze it step by step:\n\n1. The text begins with \""i can t help feeling lucky,\"" which indicates a strong sense of happiness and optimism.\n\n2. The phrase \""little do i know\"" suggests a level of surprise or disbelief, which could be related to the initial feeling of luck.\n\nConsidering these points, the input text primarily conveys a sense of happiness and optimism, with a touch of surprise.\n\nLabel: joy"", "", joy, love, anger, fear, surprise\nThink step by step internally.\nOutput only one final label.\n\nInput text:\ni can t help feeling lucky little do i know\n\nLabel:\nTo classify the input text into one of the candidate labels, let's analyze the text step by step:\n\n1. The text starts with \""i can t help feeling lucky,\"" which indicates a positive sentiment. The phrase \""can't help feeling lucky\"" is often associated with joy or a sense of well-being.\n\n2. The second part of the text, \""little do i know,\"" introduces an element of surprise or unpredictability. This part of the text does not negate the positive sentiment expressed in the first part.\n\nGiven the analysis above, the input text predominantly conveys a sense of well-being and happiness, with an underlying element of""]","[""1"", ""5"", ""5"", ""1"", ""5""]"
i also feel the need to say thank you to the boy who helped me realize the above for showing me an absolutely splendid and hot night,joy,joy,"you to the boy who helped me realize the above for showing me an absolutely splendid and hot night

Label:
joy",465,755,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"[""you to the boy who helped me realize the above for showing me an absolutely splendid and hot night\n\nLabel:\njoy"", ""you to the boy who helped me realize the above for showing me an absolutely splendid and hot night\n\nLabel:\nLabel: joy"", ""you to the boy who helped me realize the above for showing me an absolutely splendid and hot night\n\nLabel:\nLabel: joy"", ""you to the boy who helped me realize the above for showing me an absolutely splendid and hot night\n\nLabel:\nLabel: joy"", ""you to the boy who helped me realize the above for showing me an absolutely splendid and hot night\n\nLabel:\nStep 1: Identify the overall tone of the text. The text mentions expressing gratitude, the help of someone, and a description of a night as \""absolutely splendid and hot.\""\n\nStep 2: Assess the presence of any emotions from the candidate labels. The text expresses gratitude and describes a night as splendid and hot.\n\nStep 3: Compare the emotions expressed in the text with the candidate labels. The text expresses gratitude and admiration for a night and the help received.\n\nFinal Step: Choose the label that best fits the overall tone and emotions expressed in the text.\n\nFinal Label: joy""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
i can never tell him how i feel and it really sucks because i think he gets really bothered by that,anger,sadness,".

Input text:
i can never tell him how i feel and it really sucks because i think he gets really bothered by that

Label:
Step 1: Identify the tone and emotion of the text.
- The text expresses a feeling of being unable to express one's feelings.
- It also expresses a sense of frustration and dissatisfaction.

Step 2: Match the identified tone and emotion to one of the candidate labels.
- The candidate labels provided are sadness, joy, love, anger, fear, surprise.
- Given the tone and emotion identified, the label that best fits is ""sadness"".

Label: sadness",435,785,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"["".\n\nInput text:\ni can never tell him how i feel and it really sucks because i think he gets really bothered by that\n\nLabel:\nStep 1: Identify the tone and emotion of the text.\n- The text expresses a feeling of being unable to express one's feelings.\n- It also expresses a sense of frustration and dissatisfaction.\n\nStep 2: Match the identified tone and emotion to one of the candidate labels.\n- The candidate labels provided are sadness, joy, love, anger, fear, surprise.\n- Given the tone and emotion identified, the label that best fits is \""sadness\"".\n\nLabel: sadness"", "".\n\nInput text:\ni can never tell him how i feel and it really sucks because i think he gets really bothered by that\n\nLabel:\nsadness"", "".\n\nInput text:\ni can never tell him how i feel and it really sucks because i think he gets really bothered by that\n\nLabel:\nsadness"", "".\n\nInput text:\ni can never tell him how i feel and it really sucks because i think he gets really bothered by that\n\nLabel:\nsadness"", "".\n\nInput text:\ni can never tell him how i feel and it really sucks because i think he gets really bothered by that\n\nLabel:\nLabel: sadness""]","[""0"", ""0"", ""0"", ""0"", ""0""]"
ive also had a nosy on the website and seeing as its coming up to that time of year and im feeling strangely festive for once ive picked my top five products from the a href http www,joy,joy,"products from the a href http www

Label:
joy",525,695,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"[""products from the a href http www\n\nLabel:\njoy"", ""products from the a href http www\n\nLabel:\njoy"", ""products from the a href http www\n\nLabel:\njoy"", ""products from the a href http www\n\nLabel:\njoy"", ""products from the a href http www\n\nLabel:\njoy""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
i suppose its only natural that id start to feel a little homesick for new england at this time of year,sadness,sadness,"i suppose its only natural that id start to feel a little homesick for new england at this time of year

Label:
sadness",445,775,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"[""i suppose its only natural that id start to feel a little homesick for new england at this time of year\n\nLabel:\nsadness"", ""i suppose its only natural that id start to feel a little homesick for new england at this time of year\n\nLabel:\nsadness"", ""i suppose its only natural that id start to feel a little homesick for new england at this time of year\n\nLabel:\nsadness"", ""i suppose its only natural that id start to feel a little homesick for new england at this time of year\n\nLabel:\nsadness"", ""i suppose its only natural that id start to feel a little homesick for new england at this time of year\n\nLabel:\nsadness""]","[""0"", ""0"", ""0"", ""0"", ""0""]"
i really feel like we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut,joy,fear,"we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut

Label:
fear",455,765,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"[""we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut\n\nLabel:\nfear"", ""we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut\n\nLabel:\nfear"", ""we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut\n\nLabel:\nfear"", ""we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut\n\nLabel:\nfear"", ""we were successful in identifying some pretty scary early warning signs and sticking our foot in the door before it shut\n\nLabel:\nfear""]","[""4"", ""4"", ""4"", ""4"", ""4""]"
i cant help but think if id just shut up if id just not made a big deal of what was essentially two adults meeting at the same table for a hot beverage then perhaps i wouldnt have spent the bulk of the weekend feeling like a stupid shit,sadness,sadness,sadness,580,640,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"[""sadness"", ""sadness"", ""sadness"", ""sadness"", ""sadness""]","[""0"", ""0"", ""0"", ""0"", ""0""]"
i have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week,sadness,sadness,".

Input text:
i have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week

Label:
sadness",435,785,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"["".\n\nInput text:\ni have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week\n\nLabel:\nsadness"", "".\n\nInput text:\ni have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week\n\nLabel:\nsadness"", "".\n\nInput text:\ni have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week\n\nLabel:\nsadness"", "".\n\nInput text:\ni have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week\n\nLabel:\nsadness"", "".\n\nInput text:\ni have been feeling really stressed out due to homework and my studies that have increased rapidly over the last week\n\nLabel:\nsadness""]","[""0"", ""0"", ""0"", ""0"", ""0""]"
im begging fate not to mess with the next cycle to let it look as pretty as this one so i can at least go in feeling reassured,joy,sadness,"it look as pretty as this one so i can at least go in feeling reassured

Label:
sadness",475,745,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"[""it look as pretty as this one so i can at least go in feeling reassured\n\nLabel:\nsadness"", ""it look as pretty as this one so i can at least go in feeling reassured\n\nLabel:\nsadness"", ""it look as pretty as this one so i can at least go in feeling reassured\n\nLabel:\nsadness"", ""it look as pretty as this one so i can at least go in feeling reassured\n\nLabel:\nsadness"", ""it look as pretty as this one so i can at least go in feeling reassured\n\nLabel:\nlove""]","[""0"", ""0"", ""0"", ""0"", ""2""]"
i input class size medium wp image height src http techfeel in wp content uploads google hindi input x,joy,sadness,"final label.

Input text:
i input class size medium wp image height src http techfeel in wp content uploads google hindi input x

Label:
sadness",430,790,1220,0.48289911368556204,0.5935,0.5935,0.5124458190666602,"[""final label.\n\nInput text:\ni input class size medium wp image height src http techfeel in wp content uploads google hindi input x\n\nLabel:\nsadness"", ""final label.\n\nInput text:\ni input class size medium wp image height src http techfeel in wp content uploads google hindi input x\n\nLabel:\nsurprise"", ""final label.\n\nInput text:\ni input class size medium wp image height src http techfeel in wp content uploads google hindi input x\n\nLabel:\njoy"", ""final label.\n\nInput text:\ni input class size medium wp image height src http techfeel in wp content uploads google hindi input x\n\nLabel:\nlove"", ""final label.\n\nInput text:\ni input class size medium wp image height src http techfeel in wp content uploads google hindi input x\n\nLabel:\nfear""]","[""0"", ""5"", ""1"", ""2"", ""4""]"
