Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,rouge1,rouge2,rougeL,sv_initial_raw,sv_verified_raw
"the un security council will hold a ministerial session on the situation in africa 's great lakes region late this month , UNK 's un envoy augustine UNK said wednesday .",security council to hold ministerial session on africa 's great lakes,"<think>

</think>

The UN Security Council will hold a ministerial session on the situation in Africa's Great Lakes region later this month.","<think>

</think>

The UN Security Council will hold a ministerial session on the situation in Africa's Great Lakes region later this month.",225,79,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"</think>

The UN Security Council will hold a ministerial session on the situation in Africa's Great Lakes region later this month.","<think>

</think>

The UN Security Council will hold a ministerial session on the situation in Africa's Great Lakes region later this month."
political leaders in israel united in prayers for ariel sharon on thursday as the prime minister underwent emergency surgery after suffering a massive stroke .,israeli leaders unite in prayer for ailing sharon,"assistant
<think>

</think>

Israeli political leaders united in prayers for Prime Minister Ariel Sharon on Thursday after he underwent emergency surgery for a massive stroke.","assistant
<think>

</think>

Israeli political leaders united in prayers for Prime Minister Ariel Sharon on Thursday after he underwent emergency surgery for a massive stroke.",212,92,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"Summary:
assistant
<think>

</think>

Israeli political leaders united in prayers for Prime Minister Ariel Sharon on Thursday following emergency surgery after he suffered a massive stroke.","assistant
<think>

</think>

Israeli political leaders united in prayers for Prime Minister Ariel Sharon on Thursday after he underwent emergency surgery for a massive stroke."
israeli prime minister ariel sharon was undergoing an emergency operation thursday after suffering a massive stroke .,timeline of sharon era,"massive stroke.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon underwent emergency surgery after suffering a massive stroke.","massive stroke.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon underwent emergency surgery after suffering a massive stroke.",198,106,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"after suffering a massive stroke .

Summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon underwent emergency surgery after suffering a massive stroke.","massive stroke.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon underwent emergency surgery after suffering a massive stroke."
human trafficking victims could be spared deportation from britain and get automatic permission to stay under government proposals revealed thursday .,human trafficking victims could get right to remain in britain,"assistant
<think>

</think>

Human trafficking victims in Britain could be spared deportation and granted automatic permission to stay under new government proposals revealed Thursday.","assistant
<think>

</think>

Human trafficking victims in Britain could be spared deportation and granted automatic permission to stay under new government proposals revealed Thursday.",207,97,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"proposals revealed thursday .

Summary:
assistant
<think>

</think>

New government proposals would allow human trafficking victims in Britain to avoid deportation and receive automatic permission to stay.","assistant
<think>

</think>

Human trafficking victims in Britain could be spared deportation and granted automatic permission to stay under new government proposals revealed Thursday."
world number two rafael nadal is in doubt for this month 's australian open after withdrawing on thursday from next week 's lead-up sydney international tournament .,nadal pulls out of sydney international,"assistant
<think>

</think>

Rafael Nadal is in doubt for the Australian Open after withdrawing from the Sydney International tournament.","assistant
<think>

</think>

Rafael Nadal is in doubt for the Australian Open after withdrawing from the Sydney International tournament.",217,87,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

Rafael Nadal is in doubt for the Australian Open after withdrawing from the Sydney International tournament.","assistant
<think>

</think>

Rafael Nadal is in doubt for the Australian Open after withdrawing from the Sydney International tournament."
"four-time all-star alexander mogilny was waived by new jersey on wednesday , one day after the devils welcomed back czech forward patrik elias .",mogilny odd man out as devils welcome back elias,"The New Jersey Devils waived four-time All-Star Alexander Mogilny on Wednesday, the day after re-signing Czech forward Patrik Elias.","The New Jersey Devils waived four-time All-Star Alexander Mogilny on Wednesday, the day after re-signing Czech forward Patrik Elias.",226,78,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

The New Jersey Devils waived four-time All-Star Alexander Mogilny on Wednesday, the day after re-signing Czech forward Patrik Elias.","The New Jersey Devils waived four-time All-Star Alexander Mogilny on Wednesday, the day after re-signing Czech forward Patrik Elias."
"finance minister ehud olmert will chair an emergency meeting of the israeli cabinet on thursday after prime minister ariel sharon suffered a massive stroke , public television reported .",olmert to chair emergency israel cabinet meet,"<think>

</think>

Finance Minister Ehud Olmert will chair an emergency Israeli cabinet meeting on Thursday following Prime Minister Ariel Sharon's massive stroke.","<think>

</think>

Finance Minister Ehud Olmert will chair an emergency Israeli cabinet meeting on Thursday following Prime Minister Ariel Sharon's massive stroke.",222,82,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"<think>

</think>

Finance Minister Ehud Olmert will chair an emergency Israeli cabinet meeting on Thursday following Prime Minister Ariel Sharon's massive stroke.","<think>

</think>

Finance Minister Ehud Olmert will chair an emergency Israeli cabinet meeting on Thursday following Prime Minister Ariel Sharon's massive stroke."
"hollywood actor nick nolte has successfully completed three years of probation imposed for driving under the influence of drugs , a judge ruled on wednesday .",us actor nick nolte ends UNK,"assistant
<think>

</think>

A judge ruled that actor Nick Nolte has successfully completed his three-year probation for driving under the influence of drugs.","assistant
<think>

</think>

A judge ruled that actor Nick Nolte has successfully completed his three-year probation for driving under the influence of drugs.",215,89,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,":
assistant
<think>

</think>

A judge ruled that actor Nick Nolte has successfully completed his three-year probation for driving under the influence of drugs.","assistant
<think>

</think>

A judge ruled that actor Nick Nolte has successfully completed his three-year probation for driving under the influence of drugs."
"south korea 's consumer confidence topped the benchmark ###-point level for the first time in eight months in december , reflecting the country 's solid economic recovery , official data showed thursday .",skorea 's consumer confidence tops benchmark ###,"<think>

</think>

South Korea's consumer confidence topped the benchmark level in December for the first time in eight months, reflecting the country's solid economic recovery.","<think>

</think>

South Korea's consumer confidence topped the benchmark level in December for the first time in eight months, reflecting the country's solid economic recovery.",227,77,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"South Korea's consumer confidence reached a benchmark high in December for the first time in eight months, signaling a solid economic recovery.","<think>

</think>

South Korea's consumer confidence topped the benchmark level in December for the first time in eight months, reflecting the country's solid economic recovery."
"hollywood star charlie sheen and actress denise richards have scrapped efforts to reconcile their differences and have decided to push ahead with a divorce , court documents showed wednesday .",denise richards charlie sheen push ahead with divorce,"assistant
<think>

</think>

Charlie Sheen and Denise Richards have abandoned reconciliation efforts and are proceeding with their divorce, according to court documents.","assistant
<think>

</think>

Charlie Sheen and Denise Richards have abandoned reconciliation efforts and are proceeding with their divorce, according to court documents.",223,81,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"</think>

Charlie Sheen and Denise Richards have decided to proceed with their divorce after abandoning reconciliation efforts, according to court documents.","assistant
<think>

</think>

Charlie Sheen and Denise Richards have abandoned reconciliation efforts and are proceeding with their divorce, according to court documents."
"hong kong gold prices opened higher thursday at ###.##-### .## us dollars an ounce , compared to wednesday 's close of ###.##-### .## dollars an ounce .",hong kong gold opens higher,".

Final summary:
assistant
<think>

</think>

Hong Kong gold prices opened higher on Thursday at ###.##-###.## US dollars an ounce, compared to Wednesday's close of ###.##-###.## dollars an ounce.",".

Final summary:
assistant
<think>

</think>

Hong Kong gold prices opened higher on Thursday at ###.##-###.## US dollars an ounce, compared to Wednesday's close of ###.##-###.## dollars an ounce.",218,86,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,Hong Kong gold prices opened higher on Thursday compared to Wednesday's close.,".

Final summary:
assistant
<think>

</think>

Hong Kong gold prices opened higher on Thursday at ###.##-###.## US dollars an ounce, compared to Wednesday's close of ###.##-###.## dollars an ounce."
"japanese share prices rose #.## percent in morning trade thursday to hit the highest level in more than five years as fresh gains on wall street fanned upbeat investor sentiment here , dealers said .",tokyo shares rise #.## percent in morning trade,"assistant
<think>

</think>

Japanese share prices rose to a five-year high on Thursday amid positive investor sentiment fueled by Wall Street gains.","assistant
<think>

</think>

Japanese share prices rose to a five-year high on Thursday amid positive investor sentiment fueled by Wall Street gains.",225,79,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,Japanese share prices rose to a five-year high on Thursday amid positive investor sentiment fueled by Wall Street gains.,"assistant
<think>

</think>

Japanese share prices rose to a five-year high on Thursday amid positive investor sentiment fueled by Wall Street gains."
a top police officer appealed thursday to supermodel kate moss to return to britain and face arrest amid allegations of UNK .,british police seek to arrest moss amid cocaine inquiry,"assistant
<think>

</think>

A top police officer appealed to supermodel Kate Moss to return to Britain to face arrest on Thursday amid unspecified allegations.","assistant
<think>

</think>

A top police officer appealed to supermodel Kate Moss to return to Britain to face arrest on Thursday amid unspecified allegations.",211,93,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,".

Summary:
assistant
<think>

</think>

A top police officer urged supermodel Kate Moss to return to Britain to face arrest on Thursday amid unspecified allegations.","assistant
<think>

</think>

A top police officer appealed to supermodel Kate Moss to return to Britain to face arrest on Thursday amid unspecified allegations."
the cerebral hemorrhage suffered by israeli prime minister ariel sharon occurs when a defective artery in the brain bursts : it is among the deadliest of the major types of stroke .,key facts about hemorrhagic stroke,"</think>

Israeli Prime Minister Ariel Sharon suffered a cerebral hemorrhage, a fatal type of stroke caused by a burst defective artery in the brain.","</think>

Israeli Prime Minister Ariel Sharon suffered a cerebral hemorrhage, a fatal type of stroke caused by a burst defective artery in the brain.",226,78,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"<think>

</think>

Israeli Prime Minister Ariel Sharon suffered a cerebral hemorrhage, a fatal type of stroke caused by a burst defective artery in the brain.","</think>

Israeli Prime Minister Ariel Sharon suffered a cerebral hemorrhage, a fatal type of stroke caused by a burst defective artery in the brain."
"hong kong share prices opened #.## percent higher thursday on follow-through interest in properties after wednesday 's sharp gains on abating interest rate worries , dealers said .",hong kong shares open higher as rate worries ease,"assistant
<think>

</think>

Hong Kong share prices rose on Thursday as follow-through buying in the property sector continued Wednesday's gains driven by easing interest rate concerns.","assistant
<think>

</think>

Hong Kong share prices rose on Thursday as follow-through buying in the property sector continued Wednesday's gains driven by easing interest rate concerns.",229,96,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"Summary:
assistant
<think>

</think>

Hong Kong share prices rose on Thursday as follow-through buying in the property sector continued Wednesday's gains driven by easing interest rate concerns.","assistant
<think>

</think>

Hong Kong share prices rose on Thursday as follow-through buying in the property sector continued Wednesday's gains driven by easing interest rate concerns."
"trade between south korea and its communist neighbor north korea doubled last year , totalling more than one billion dollars for the first time , official data showed .",inter-korean trade doubles to one billion dollars in ####,"Final summary:
assistant
<think>

</think>

Trade between South Korea and North Korea doubled last year, exceeding $1 billion for the first time.","Final summary:
assistant
<think>

</think>

Trade between South Korea and North Korea doubled last year, exceeding $1 billion for the first time.",221,104,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"data showed .

Summary:
assistant
<think>

</think>

Trade between South Korea and North Korea doubled last year, exceeding $1 billion for the first time.","Final summary:
assistant
<think>

</think>

Trade between South Korea and North Korea doubled last year, exceeding $1 billion for the first time."
"two new vaccines have been shown effective against rotavirus , which is responsible for a half-million infant deaths in poor countries each year , research studies published wednesday said .",new vaccines for key UNK virus shown effective,"Two new vaccines have been shown to be effective against rotavirus, which causes about 500,000 infant deaths annually in developing countries, according to research published Wednesday.","Two new vaccines have been shown to be effective against rotavirus, which causes about 500,000 infant deaths annually in developing countries, according to research published Wednesday.",235,90,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"said .

Summary:
assistant
<think>

</think>

Research published Wednesday indicates that two new vaccines are effective against rotavirus, a disease causing approximately 500,000 infant deaths annually in developing countries.","Two new vaccines have been shown to be effective against rotavirus, which causes about 500,000 infant deaths annually in developing countries, according to research published Wednesday."
"china has begun a push to promote small , low-emission cars as oil prices remain high and environmental concerns grow over the nation 's fast-rising auto culture , state press reported thursday .",china pushes smaller cars as environmental concerns grow,"assistant
<think>

</think>

China is promoting small, low-emission vehicles due to high oil prices and environmental concerns over its rapidly growing auto industry.","assistant
<think>

</think>

China is promoting small, low-emission vehicles due to high oil prices and environmental concerns over its rapidly growing auto industry.",235,90,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

China is promoting small, low-emission vehicles in response to high oil prices and growing environmental concerns related to its rapidly expanding auto industry.","assistant
<think>

</think>

China is promoting small, low-emission vehicles due to high oil prices and environmental concerns over its rapidly growing auto industry."
israeli prime minister ariel sharon was fighting for his life thursday after suffering a massive stroke .,major events in sharon 's life,"Thursday.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon was fighting for his life on Thursday after suffering a massive stroke.","Thursday.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon was fighting for his life on Thursday after suffering a massive stroke.",209,116,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"was fighting for his life thursday after suffering a massive stroke .

Summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon suffered a massive stroke and was fighting for his life on Thursday.","Thursday.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon was fighting for his life on Thursday after suffering a massive stroke."
"the dollar regained some lost ground in asian trade thursday in what was seen as a largely technical rebound after weakness prompted by expectations of a shift in us interest rate policy , dealers said .",dollar regains ground in asian trade,The dollar regained some lost ground in Asian trade Thursday as a technical rebound following weakness caused by expectations of a shift in U.S. interest rate policy.,The dollar regained some lost ground in Asian trade Thursday as a technical rebound following weakness caused by expectations of a shift in U.S. interest rate policy.,238,87,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,":
assistant
<think>

</think>

The dollar recovered some losses in Asian trade on Thursday, marking a technical rebound following earlier weakness driven by expectations of a shift in U.S. interest rate policy.",The dollar regained some lost ground in Asian trade Thursday as a technical rebound following weakness caused by expectations of a shift in U.S. interest rate policy.
"a ##-million-dollar lawsuit filed by superstar michael jackson against a us businessman over ownership of a bounty of jackson family memorabilia has been tossed out of court , documents showed wednesday .",judge tosses out michael jackson 's memorabilia lawsuit,"assistant
<think>

</think>

A $1 million lawsuit filed by Michael Jackson against a businessman over family memorabilia was dismissed in court.","assistant
<think>

</think>

A $1 million lawsuit filed by Michael Jackson against a businessman over family memorabilia was dismissed in court.",232,93,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

A $1 million lawsuit filed by Michael Jackson against a businessman over the ownership of family memorabilia was dismissed in court.","assistant
<think>

</think>

A $1 million lawsuit filed by Michael Jackson against a businessman over family memorabilia was dismissed in court."
us president george w. bush defied congress again wednesday as he placed a slew of controversial political allies in key defense and foreign policy posts in his administration by circumventing the requisite approval process in the senate .,bush defies congress names defense foreign policy posts,"assistant
<think>

</think>

President George W. Bush defied Congress by bypassing Senate approval to appoint controversial allies to key defense and foreign policy positions.","assistant
<think>

</think>

President George W. Bush defied Congress by bypassing Senate approval to appoint controversial allies to key defense and foreign policy positions.",239,86,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"<think>

</think>

President George W. Bush bypassed Senate approval to appoint controversial allies to key defense and foreign policy positions, defying Congress.","assistant
<think>

</think>

President George W. Bush defied Congress by bypassing Senate approval to appoint controversial allies to key defense and foreign policy positions."
"oil prices were slightly easier in asian trade thursday , marking time ahead of key us stockpile figures and after resolution of the russia-ukraine gas pricing dispute , dealers said .",oil prices were easier in asian trade,"<think>

</think>

Oil prices eased slightly in Asian trade on Thursday ahead of key US stockpile data and following the resolution of the Russia-Ukraine gas pricing dispute.","<think>

</think>

Oil prices eased slightly in Asian trade on Thursday ahead of key US stockpile data and following the resolution of the Russia-Ukraine gas pricing dispute.",235,90,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,":
assistant
<think>

</think>

Oil prices eased slightly in Asian trade on Thursday ahead of key US stockpile data and following the resolution of the Russia-Ukraine gas pricing dispute.","<think>

</think>

Oil prices eased slightly in Asian trade on Thursday ahead of key US stockpile data and following the resolution of the Russia-Ukraine gas pricing dispute."
"us veteran and eight-time grand slam winner andre agassi has withdrawn from this month 's australian open due to a nagging ankle injury , his management team announced thursday .",agassi withdraws from australian open,"ging ankle injury.

Final summary:
assistant
<think>

</think>

Andre Agassi withdrew from the Australian Open due to a nagging ankle injury.","ging ankle injury.

Final summary:
assistant
<think>

</think>

Andre Agassi withdrew from the Australian Open due to a nagging ankle injury.",221,104,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"Summary:
assistant
<think>

</think>

Andre Agassi withdrew from the Australian Open due to a nagging ankle injury.","ging ankle injury.

Final summary:
assistant
<think>

</think>

Andre Agassi withdrew from the Australian Open due to a nagging ankle injury."
"japanese share prices rose #.## percent in morning trade thursday to hit their highest level in more than five years as fresh gains on wall street fanned upbeat investor sentiment , dealers said .",tokyo shares rise #.## percent in morning trade,"assistant
<think>

</think>

Japanese share prices rose to their highest level in over five years on Thursday, fueled by Wall Street gains and upbeat investor sentiment.","assistant
<think>

</think>

Japanese share prices rose to their highest level in over five years on Thursday, fueled by Wall Street gains and upbeat investor sentiment.",233,92,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

Japanese share prices rose to their highest level in over five years on Thursday, driven by Wall Street gains and improved investor sentiment.","assistant
<think>

</think>

Japanese share prices rose to their highest level in over five years on Thursday, fueled by Wall Street gains and upbeat investor sentiment."
"a securities firm in tokyo said thursday that one of its traders had mistakenly bought #,### times more shares in a company than intended in the latest botched trade to hit asia 's largest bourse .",another botched trade on tokyo stock market,"A Tokyo securities firm reported that a trader accidentally purchased thousands of times more shares than intended, marking the latest trading error to affect Asia's largest stock exchange.","A Tokyo securities firm reported that a trader accidentally purchased thousands of times more shares than intended, marking the latest trading error to affect Asia's largest stock exchange.",245,80,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"</think>

A Tokyo securities firm reported that a trader accidentally purchased thousands of times more shares than intended, marking the latest trading error to affect Asia's largest stock exchange.","A Tokyo securities firm reported that a trader accidentally purchased thousands of times more shares than intended, marking the latest trading error to affect Asia's largest stock exchange."
"researchers in australia said thursday they had grown new breasts in mice after discovering the stem cell responsible for UNK tissue , a find which could pave the way for new treatments for breast cancer .",scientists locate stem cell which may hold secrets of breast cancer,"</think>

Australian researchers have grown new breasts in mice by identifying the stem cell responsible for breast tissue, a discovery that could lead to new breast cancer treatments.","</think>

Australian researchers have grown new breasts in mice by identifying the stem cell responsible for breast tissue, a discovery that could lead to new breast cancer treatments.",238,87,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

Australian researchers discovered the stem cell responsible for breast tissue, enabling them to grow new breasts in mice and potentially paving the way for new breast cancer treatments.","</think>

Australian researchers have grown new breasts in mice by identifying the stem cell responsible for breast tissue, a discovery that could lead to new breast cancer treatments."
"doctors are at the final stages of an operation on israeli prime minister ariel sharon to remove blood from his brain following a massive stroke , a hospital spokesman said thursday .",doctors at final stages of sharon surgery,"assistant
<think>

</think>

Doctors are nearing the completion of an operation to remove blood from Israeli Prime Minister Ariel Sharon's brain following a massive stroke.","assistant
<think>

</think>

Doctors are nearing the completion of an operation to remove blood from Israeli Prime Minister Ariel Sharon's brain following a massive stroke.",230,95,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,":
assistant
<think>

</think>

Doctors are nearing the completion of an operation to remove blood from Israeli Prime Minister Ariel Sharon's brain following a massive stroke.","assistant
<think>

</think>

Doctors are nearing the completion of an operation to remove blood from Israeli Prime Minister Ariel Sharon's brain following a massive stroke."
"the world 's largest chipmaker intel has asked the vietnamese government for a license to build a chip plant worth ### million dollars in southern ho chi minh city , a government official said thursday .",intel to invest ### mln dlr in chip plant in vietnam,"assistant
<think>

</think>

Intel has requested a license from the Vietnamese government to build a $### million chip plant in southern Ho Chi Minh City.","assistant
<think>

</think>

Intel has requested a license from the Vietnamese government to build a $### million chip plant in southern Ho Chi Minh City.",234,91,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

Intel has requested a license from the Vietnamese government to construct a $### million chip plant in southern Ho Chi Minh City.","assistant
<think>

</think>

Intel has requested a license from the Vietnamese government to build a $### million chip plant in southern Ho Chi Minh City."
"an intrepid british oarsman 's bid to row round antarctica ended after just ## kilometres -lrb- ## miles -rrb- when he unexpectedly collided with the falkland islands , british newspapers reported thursday .",british UNK UNK crashes after ## km,"assistant
<think>

</think>

A British oarsman's attempt to row around Antarctica ended prematurely after he unexpectedly collided with the Falkland Islands.","assistant
<think>

</think>

A British oarsman's attempt to row around Antarctica ended prematurely after he unexpectedly collided with the Falkland Islands.",241,84,325,1.3036711925597047,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,A British oarsman's attempt to row around Antarctica ended prematurely after he unexpectedly collided with the Falkland Islands.,"assistant
<think>

</think>

A British oarsman's attempt to row around Antarctica ended prematurely after he unexpectedly collided with the Falkland Islands."
"malaysian experts say they may have discovered a new species of UNK , the world 's largest flower which is famous for its putrid smell , according to a report thursday .",malaysia probes possible new species of world 's largest flower,".

Final summary:
assistant
<think>

</think>

Malaysian experts may have discovered a new species of the world's largest flower, known for its foul odor.",".

Final summary:
assistant
<think>

</think>

Malaysian experts may have discovered a new species of the world's largest flower, known for its foul odor.",227,102,329,1.4990079168201191,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"<think>

</think>

Malaysian experts may have discovered a new species of the world's largest flower, known for its foul odor.",".

Final summary:
assistant
<think>

</think>

Malaysian experts may have discovered a new species of the world's largest flower, known for its foul odor."
"india , rather than china , is viewed as the sleeping giant of the golf world with huge scope for development , asian tour chief executive louis martin said .",india more than china seen as sleeping giant of golf world,"</think>

Louis Martin, chief executive of the Asian Tour, stated that India is viewed as the ""sleeping giant"" of the golf world with significant development potential, rather than China.","</think>

Louis Martin, chief executive of the Asian Tour, stated that India is viewed as the ""sleeping giant"" of the golf world with significant development potential, rather than China.",231,98,329,1.4990079168201191,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"Summary:
assistant
<think>

</think>

Louis Martin, chief executive of the Asian Tour, stated that India is seen as the ""sleeping giant"" of the golf world with significant potential for development, rather than China.","</think>

Louis Martin, chief executive of the Asian Tour, stated that India is viewed as the ""sleeping giant"" of the golf world with significant development potential, rather than China."
"police in one of china 's major cities are up in arms over a new order to disclose many details of their private lives as part of efforts to fight corruption , state press reported thursday .",chinese police angry over new privacy laws,"Final summary:
assistant
<think>

</think>

Chinese police in a major city are protesting a new order requiring them to disclose personal details as part of anti-corruption efforts.","Final summary:
assistant
<think>

</think>

Chinese police in a major city are protesting a new order requiring them to disclose personal details as part of anti-corruption efforts.",231,98,329,1.4990079168201191,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"</think>

Chinese police in a major city are protesting a new order requiring them to disclose personal details as part of anti-corruption efforts.","Final summary:
assistant
<think>

</think>

Chinese police in a major city are protesting a new order requiring them to disclose personal details as part of anti-corruption efforts."
veteran nick faldo is hoping that some of his legendary matchplay expertise rubs off on several of his UNK european teammates as they battle asia in the first royal trophy this weekend .,matchplay maestro faldo comes in from the cold for royal trophy,":
assistant
<think>

</think>

Veteran Nick Faldo hopes his matchplay expertise will help his European teammates as they face Asia in the first Royal Trophy this weekend.",":
assistant
<think>

</think>

Veteran Nick Faldo hopes his matchplay expertise will help his European teammates as they face Asia in the first Royal Trophy this weekend.",232,97,329,1.4990079168201191,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"</think>

Veteran Nick Faldo hopes to share his matchplay expertise with his European teammates as they face Asia in the first Royal Trophy this weekend.",":
assistant
<think>

</think>

Veteran Nick Faldo hopes his matchplay expertise will help his European teammates as they face Asia in the first Royal Trophy this weekend."
"four-time australian open champion andre agassi succumbed to a long-standing ankle injury and officially withdrew from the first grand slam event of the year , his management company said thursday .",agassi pulls out of australian open nadal in doubt,"-standing ankle injury.

Final summary:
assistant
<think>

</think>

Andre Agassi withdrew from the first Grand Slam of the year due to a long-standing ankle injury.","-standing ankle injury.

Final summary:
assistant
<think>

</think>

Andre Agassi withdrew from the first Grand Slam of the year due to a long-standing ankle injury.",223,106,329,1.4990079168201191,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"<think>

</think>

Andre Agassi officially withdrew from the first Grand Slam of the year due to a long-standing ankle injury.","-standing ankle injury.

Final summary:
assistant
<think>

</think>

Andre Agassi withdrew from the first Grand Slam of the year due to a long-standing ankle injury."
"israeli prime minister ariel sharon will remain in the operating theater for several more hours and is in a `` serious situation '' after suffering a massive stroke , a hospital spokesman said thursday .",sharon to remain in surgery for several hours,"following a massive stroke.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon remains in the operating theater in serious condition after suffering a massive stroke.","following a massive stroke.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon remains in the operating theater in serious condition after suffering a massive stroke.",225,104,329,1.4990079168201191,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"</think>

Israeli Prime Minister Ariel Sharon remains in a serious condition in the operating theater following a massive stroke.","following a massive stroke.

Final summary:
assistant
<think>

</think>

Israeli Prime Minister Ariel Sharon remains in the operating theater in serious condition after suffering a massive stroke."
"devastating blizzards have forced the evacuation of ##,### people in a largely muslim region of western china , a government official said thursday .","blizzards force evacuation of ##,### people in muslim part of china","western China.

Final summary:
assistant
<think>

</think>

Devastating blizzards have forced the evacuation of thousands of people in a largely Muslim region of western China.","western China.

Final summary:
assistant
<think>

</think>

Devastating blizzards have forced the evacuation of thousands of people in a largely Muslim region of western China.",218,111,329,1.4990079168201191,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"Summary:
assistant
<think>

</think>

Devastating blizzards have forced the evacuation of thousands of people in a largely Muslim region of western China.","western China.

Final summary:
assistant
<think>

</think>

Devastating blizzards have forced the evacuation of thousands of people in a largely Muslim region of western China."
"new zealand and sri lanka have an eye on future targets going into their fourth one-day international here friday , with new zealand having already wrapped up the five-match series .",new zealand sri lanka looks to future goals,"assistant
<think>

</think>

New Zealand and Sri Lanka are focused on future targets as they begin their fourth one-day international, with New Zealand having already completed the five-match series.","assistant
<think>

</think>

New Zealand and Sri Lanka are focused on future targets as they begin their fourth one-day international, with New Zealand having already completed the five-match series.",232,97,329,1.4990079168201191,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"<think>

</think>

New Zealand and Sri Lanka are focused on future targets as they begin their fourth one-day international, with New Zealand having already completed the five-match series.","assistant
<think>

</think>

New Zealand and Sri Lanka are focused on future targets as they begin their fourth one-day international, with New Zealand having already completed the five-match series."
